accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status
ENCFF740KBI	DNase-seq	human	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0					52.65	39.95	7.4	57.16	52.65	39.95	7.4	11.58	92.03	3.33	4.64	57.16	7.29980554975333	0.33097914326856	1.5039369363642099	0.781635501145813	1.4674081406742099	16.2185834698118	31.049577244780302	0.857720340787428	40.4903536734144	1.3661	1.4712	1.6437	2.0106	4.8179	4.8778	2.3323	1.7714	1.5843	1.4631	0
ENCFF328ABN	DNase-seq	human	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					34.78	48.58	16.65	79.41	34.78	48.58	16.65	20.01	74.02	12.39	13.59	79.41	6.495145195719889	0.287294292593856	1.4227063643767601	0.7315315653524129	1.40768989318492	15.5795888615325	29.985390224902897	0.929874122344613	43.1607794799921	1.3454	1.4318	1.5413	1.8425	5.5699	6.1584	2.1337	1.6457	1.5325	1.4561	0
ENCFF864YTA	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					4.87	78.26	16.88	98.37	4.87	78.26	16.88	26.14	45.42	24.15	30.43	98.37	17.7745606383666	0.660556793952316	1.8226642760224798	1.40975318214124	2.17328535891969	16.3872197454287	26.324546100665497	1.3813844737352199	32.0660294307682	1.5267	1.6338	1.8838	2.4844	10.5157	10.3996	3.2341	2.1317	1.8107	1.6428	0
ENCFF527ROA	DNase-seq	human	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					32.69	53.51	13.8	71.57	32.69	53.51	13.8	6.24	92.75	3.49	3.76	71.57	10.125689162344301	0.401953259375036	1.65874157948726	0.9621672212333799	1.8101842621508	16.5106614202349	28.7071691478405	1.09170959780914	38.7317243495248	1.5146	1.6301	1.7936	2.2102	7.2485	7.7356	2.5907	1.9034	1.7098	1.5765	0
ENCFF620FFC	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					5.94	77.68	16.38	96.42	5.94	77.68	16.38	19.41	74.82	10.98	14.2	96.42	20.8142932355908	0.8384676288195742	1.7971038956341399	1.63674507770771	2.40015754550533	15.431823388273301	24.3945349393329	1.2800572308162201	31.40681705832	1.4836	1.6543	1.9102	2.5617	12.0029	12.581	3.4479	2.172	1.8029	1.6437	0
ENCFF935OLR	DNase-seq	human	y2017	paired-ended	2.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	0.0					7.61	74.7	17.69	96.84	7.61	74.7	17.69	26.27	56.24	20.92	22.84	96.84	14.697841261302099	0.584985642288158	1.74191846133787	1.2577499304444097	2.0271220615970003	16.5757909574648	26.604424249081898	1.20261878093427	35.3075486555494	1.5486	1.6489	1.8934	2.4501	9.4552	9.7954	3.1512	2.1428	1.8145	1.6656	0
ENCFF957WQF	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					7.1	74.86	18.04	96.53	7.1	74.86	18.04	27.34	67.22	13.14	19.64	96.53	12.8879287524305	0.46382757407174796	1.7212902877537302	1.09697089866073	1.9402276990601999	16.5411418587776	27.732591153849	1.22621560092558	36.389806174471005	1.5195	1.6083	1.841	2.3374	8.9814	8.8719	2.8539	2.0732	1.7804	1.6356	0
ENCFF896KQJ	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					11.4	67.83	20.77	96.32	11.4	67.83	20.77	15.68	38.26	26.77	34.97	96.32	11.242271108824802	0.58502536791035	1.7094844716111397	1.32044260195076	2.2213816685327004	16.4482908181277	27.817149312595202	1.3531233293995402	37.3028313210478	1.6032	1.7613	1.9791	2.4753	6.4076	7.6284	2.9893	2.1569	1.8905	1.7666	0
ENCFF806OYI	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					5.8	78.33	15.87	96.37	5.8	78.33	15.87	17.23	75.57	10.45	13.98	96.37	20.4348498916744	0.85012480555656	1.81088642091428	1.63181757889279	2.35914657920229	15.532664488096199	24.5920204833854	1.2832262135883301	31.5052635386897	1.4805	1.616	1.9014	2.5589	11.648	12.5439	3.4552	2.1942	1.8032	1.631	0
ENCFF939WQZ	DNase-seq	human	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0					49.91	42.17	7.92	59.21	49.91	42.17	7.92	12.18	93.05	3.18	3.77	59.21	7.38572486774623	0.331214716348201	1.53315477475986	0.807449404479573	1.48572305121213	16.3133844250367	30.427349737308997	0.861138078793175	40.854860944315206	1.4036	1.5033	1.6775	2.0493	4.8982	4.8945	2.3536	1.7961	1.5876	1.4612	0
ENCFF255JQS	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					9.02	73.01	17.97	96.96	9.02	73.01	17.97	31.67	49.29	21.49	29.22	96.96	12.201655078689	0.504066915009363	1.86570484430045	1.17416750593555	2.1417535259404903	16.9076278418858	28.455259890227698	1.2132996816845198	35.5364647163271	1.5596	1.7055	1.9637	2.5111	7.4177	7.5209	2.9576	2.126	1.8671	1.7011	0
ENCFF018KAE	DNase-seq	human	y2017	paired-ended	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0					7.95	72.95	19.1	97.49	7.95	72.95	19.1	32.23	46.55	20.14	33.32	97.49	11.5982423228038	0.49332274816571503	1.84869615343774	1.1667618994645101	2.13449567912784	17.115406981154	28.6927149437958	1.17262756559686	35.77773170645371	1.5539	1.7245	1.9791	2.4984	7.1595	7.174	2.9242	2.1279	1.857	1.7158	0
ENCFF461LIR	DNase-seq	human	y2015	paired-ended	2.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	2.0	0.0					62.75	27.2	10.06	46.5	62.75	27.2	10.06	3.71	88.55	7.03	4.42	46.5	10.668962789191301	0.412776224854291	1.51092351211141	0.916855586879596	1.5799983986098998	15.333071215251902	29.44609828472	0.9376497568635699	39.193664231518	1.2189	1.2905	1.4555	1.787	12.5893	15.7869	2.3182	1.5196	1.3869	1.3026	0
ENCFF907CWH	DNase-seq	human	y2014	paired-ended	2.0	2.0	1.0	2.0	0.0	2.0	2.0	2.0	1.0	0.0	2.0	0.0					29.03	44.94	26.03	80.48	29.03	44.94	26.03	9.72	74.48	14.44	11.09	80.48	15.848310692135401	0.639357101312402	1.41634658020973	1.0696742316485401	1.4437002954201201	13.844867003357301	28.173894765938602	0.8836689682178621	36.6801803617601	0.8907	0.9521	1.1052	1.505	20.6802	26.7906	2.4896	1.1859	1.0084	0.9384	0
ENCFF454APQ	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					7.89	75.81	16.3	97.72	7.89	75.81	16.3	30.41	41.49	28.53	29.98	97.72	17.2671270291474	0.650861942751209	1.75973036584984	1.3909826440181001	2.11939065751596	16.454811743787	26.5764924337047	1.37916898480279	32.401434198423	1.4799	1.6409	1.8786	2.4543	10.2502	10.1347	3.2075	2.1028	1.7762	1.6332	0
ENCFF274TFI	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					7.15	75.86	16.99	97.32	7.15	75.86	16.99	32.67	55.66	18.27	26.07	97.32	7.54064607738729	0.337441046706222	1.7500887468938602	0.850245955677266	1.77443075206653	16.6770120188651	30.482884527613002	0.9592778538465441	39.627973020944296	1.4794	1.6056	1.8039	2.1585	5.0132	5.114	2.4328	1.928	1.7175	1.6154	0
ENCFF308XPO	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					8.72	73.39	17.89	96.47	8.72	73.39	17.89	34.12	61.43	15.19	23.38	96.47	12.075151164068599	0.451412319704687	1.7276920659277701	1.01282750503024	1.85669636025065	16.6240931953316	27.781526708305503	1.1080400693911598	37.3625606119898	1.5012	1.6194	1.8508	2.2791	8.2035	7.9368	2.7557	2.0394	1.7736	1.6443	0
ENCFF195TPT	DNase-seq	human	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0					18.68	64.51	16.8	88.47	18.68	64.51	16.8	13.23	71.15	18.63	10.23	88.47	7.849796699354219	0.338903736364298	1.61444630471179	0.8225616921269101	1.63212462173601	16.532138140449	30.150681655106396	0.9600366045152501	40.0993105456361	1.3676	1.4825	1.6708	1.979	6.2339	6.4995	2.3328	1.7969	1.5868	1.4824	0
ENCFF015ITU	DNase-seq	human	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					60.08	29.04	10.88	52.64	60.08	29.04	10.88	4.79	82.8	10.97	6.23	52.64	10.9389284572157	0.436301730584276	1.5183775757554099	0.891981439938371	1.5995748733001203	15.386947326373901	29.238754530940003	0.9473810602250942	39.0417530056672	1.2162	1.2903	1.4485	1.8101	12.5918	15.6183	2.3476	1.5845	1.3821	1.3183	0
ENCFF343UMW	DNase-seq	human	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	1.0	2.0	2.0	1.0	0.0	2.0	0.0					14.74	68.13	17.12	87.93	14.74	68.13	17.12	10.71	91.68	3.91	4.41	87.93	13.0173725876151	0.420345423866671	1.4604082883212501	0.9956477606742281	1.5980620466876598	15.588819737499001	28.246463047846	1.10850400452307	37.564377102967	1.3521	1.4578	1.6019	2.0048	11.4258	12.3505	2.5819	1.7161	1.5115	1.4225	0
ENCFF489YXE	DNase-seq	human	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					38.0	53.3	8.71	80.02	38.0	53.3	8.71	22.18	67.56	20.98	11.47	80.02	13.7573072507654	0.527332092113304	1.6340583725917501	1.09930336441129	1.63110954292123	17.4564615467527	28.855518531360804	1.06249383542073	33.9764154636628	1.3148	1.4584	1.6739	2.1627	8.6147	8.5529	2.8265	1.9291	1.6426	1.4968	0
ENCFF785VOO	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					8.62	73.73	17.65	96.25	8.62	73.73	17.65	29.16	61.39	17.0	21.61	96.25	12.6392718306164	0.448469552287402	1.72782616179537	1.07238661497256	1.94132877639878	16.4314059339003	27.8863033769498	1.2252291860873898	36.627778566992	1.507	1.6111	1.8232	2.3081	8.8061	8.7227	2.8334	2.0225	1.7752	1.6509	0
ENCFF635PVF	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0					14.68	60.08	25.24	94.89	14.68	60.08	25.24	14.6	40.74	23.13	36.12	94.89	14.890629731705598	0.651031709373735	1.58817069776121	1.4045359117655802	2.04537135317731	15.421549404487	25.667983004860602	1.4552113635367199	36.8755168233323	1.5215	1.6465	1.889	2.4833	8.7934	10.0215	3.079	2.0739	1.7893	1.6795	0
ENCFF014IOU	DNase-seq	human	y2015	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0					24.16	59.82	16.02	89.54	24.16	59.82	16.02	21.17	54.93	24.9	20.17	89.54	6.2444403895718805	0.307118582213808	1.5389001665031998	0.7166480395958309	1.37422165454006	16.6633213968022	31.901671874643604	0.8314896334648628	40.4221882626645	1.1733	1.2889	1.4424	1.7564	8.6984	10.8753	2.1626	1.5262	1.3966	1.3041	0
ENCFF140MGC	DNase-seq	human	y2015	paired-ended	2.0	0.0	1.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					27.73	53.54	18.73	76.15	27.73	53.54	18.73	5.02	90.54	5.28	4.18	76.15	9.18608807758797	0.41536523191420793	1.62747223768643	0.9400802836297579	1.6163380116616397	16.2669870198365	31.0651938234346	1.02751325851915	37.8549620557297	1.1679	1.2615	1.4256	1.8745	11.4169	13.5886	2.4842	1.5778	1.3824	1.2834	0
ENCFF652WDZ	DNase-seq	human	y2017	paired-ended	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0					6.85	76.45	16.7	97.27	6.85	76.45	16.7	32.8	59.37	17.3	23.32	97.27	11.939257390237	0.44554101926952006	1.66594048482728	1.0116523724412398	1.83774027390682	16.781631083756498	29.2507769800702	1.06070845679287	36.0067519386985	1.3994	1.5357	1.6869	2.1102	8.3234	8.3784	2.5716	1.8885	1.6334	1.5424	0
ENCFF754VPL	DNase-seq	human	y2015	paired-ended	2.0	2.0	1.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0					36.19	47.73	16.08	77.76	36.19	47.73	16.08	21.82	78.6	8.56	12.83	77.76	12.4232803360728	0.47067088886645503	1.58981480146115	1.1130660875907301	1.85497279400706	15.2568859697015	27.764431743964895	1.36689254199365	38.15998483634171	1.4324	1.5428	1.7409	2.2412	8.3955	8.7571	2.7539	1.8988	1.6825	1.5528	0
ENCFF002DNJ	DNase-seq	human	y2014	paired-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	1.0	0.0	2.0	0.0					28.12	58.1	13.79	82.31	28.12	58.1	13.79	21.07	79.72	11.6	8.69	82.31	17.459397724177002	0.550304909993923	1.6162325279238898	1.15802929650663	1.80515098807603	15.187451539219198	26.210524109893303	1.05503049099939	34.9578784132107	1.3894	1.5474	1.7792	2.1981	12.0847	11.7671	2.7707	1.8518	1.6119	1.5103	0
ENCFF420HAW	DNase-seq	human	y2016	paired-ended	2.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	2.0	2.0	0.0					25.28	58.86	15.86	77.69	25.28	58.86	15.86	4.9	92.79	3.61	3.6	77.69	19.3344738680996	0.56165130741647	1.6208809864384401	1.10840702633671	1.62953357093257	14.835239457537698	25.3017999566276	1.2197953609003898	34.3882184657106	1.2359	1.3292	1.5519	2.071	14.8709	14.433	2.8411	1.7645	1.4863	1.3531	0
ENCFF564VDZ	DNase-seq	human	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0					9.07	78.97	11.96	92.9	9.07	78.97	11.96	7.31	84.42	8.42	7.16	92.9	8.18297656228617	0.37942719975022493	1.7414319702134902	0.917194043104471	1.6519224277664097	18.1929412146333	31.987547732509398	0.906854322459394	36.0397045272771	1.3784	1.496	1.6827	2.085	5.3239	5.3585	2.4668	1.9204	1.6563	1.5411	0
ENCFF229TDJ	DNase-seq	human	y2015	paired-ended	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0					37.07	51.28	11.65	67.02	37.07	51.28	11.65	1.83	90.62	6.7	2.68	67.02	11.054770434034	0.40836278624740896	1.3812209401099198	0.9490943163779741	1.5559059910927298	16.2471689244049	28.1722377926313	1.01527868831955	39.2159601267822	1.3761	1.4768	1.6258	1.9848	8.1308	8.2883	2.3951	1.7894	1.6004	1.5073	0
ENCFF784YDQ	DNase-seq	human	y2016	paired-ended	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0					18.31	63.68	18.0	88.43	18.31	63.68	18.0	21.21	80.16	8.14	11.71	88.43	14.1235227258323	0.539255246779257	1.6455471565773299	1.09097515939984	1.7026944804769497	15.371045637578199	27.280400052393897	1.08104567983133	37.1655138611309	1.3458	1.4885	1.6934	2.2053	10.375	11.1546	3.017	1.9359	1.62	1.4974	0
ENCFF579KDH	DNase-seq	human	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0					53.59	39.11	7.3	56.51	53.59	39.11	7.3	11.94	92.16	3.25	4.58	56.51	7.34827956826473	0.325163868662862	1.5068347991946598	0.8003956059482179	1.46808156345085	16.2321561028777	30.970697911463	0.856002462445188	40.4923881176928	1.3919	1.4854	1.6258	1.986	4.8334	4.8918	2.2859	1.7383	1.5821	1.4899	0
ENCFF593PVF	DNase-seq	human	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0					48.3	37.45	14.25	62.7	48.3	37.45	14.25	6.65	82.73	10.4	6.87	62.7	10.336192249533301	0.45843308386713294	2.0013611604372	0.9250139590837091	1.9186850423325699	15.250868099240101	28.9721081930835	0.9221382680192	39.215199944403295	1.2569	1.3237	1.4566	1.8123	12.4362	15.8793	2.3823	1.5717	1.3832	1.3305	0
ENCFF758CTS	DNase-seq	human	y2015	paired-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0					62.66	31.16	6.18	46.05	62.66	31.16	6.18	8.76	94.36	2.38	3.25	46.05	10.7066973088155	0.430254939822451	1.6086108110479	0.974040877279418	1.61330301759883	17.1372643823781	30.3561282767667	0.9829152679300942	36.19078511836089	1.3312	1.4509999999999998	1.6358	2.0872	7.0876	7.1922	2.5999	1.8511	1.6069	1.4982	0
ENCFF724ZTC	DNase-seq	human	y2014	paired-ended	2.0	2.0	1.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0					11.77	65.44	22.8	93.94	11.77	65.44	22.8	19.12	63.69	17.5	18.81	93.94	20.3945667131524	0.747388642093889	1.6488958873999098	1.75949185884352	2.05803171495331	14.8242470700149	23.9028140787055	2.09289599822677	32.5716680366098	1.2683	1.4015	1.6564	2.4077	16.4155	18.7905	3.3824	1.8572	1.5339	1.3788	0
