accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status
ENCFF396DVW	RNA-seq	human	y2016	single-ended	2.0	2.0	0.0	2.0	0.0	2.0	1.0	2.0	0.0	1.0	2.0	0.0	25.74	50.3	23.96	74.26	25.74	50.3	23.96	74.26									15.2214339182057	2.29119490045242	38.887110366224	1.96341055783363	23.0561270367354	2.80870576382579	8.60466265871353	0.909675110987661	6.25767968702186	2.0979	2.0881	2.5701	3.1926	10.3014	22.2578	4.5961	2.9829	2.1337	1.9823	0
ENCFF591YBG	RNA-seq	human	y2016	single-ended	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	16.51	61.46	22.03	83.49	16.51	61.46	22.03	83.49									15.8097427524221	1.8663849325976	30.6543810783764	2.61172026120301	26.4032742290783	4.23685490592168	10.2476636623983	0.760929846357854	7.40904833164479	1.9543	2.1494	2.4016	2.9624	5.5725	15.7222	5.2495	3.4135	2.4551	2.2839	0
ENCFF056EMG	RNA-seq	human	y2016	single-ended	2.0	0.0	1.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0	21.39	54.02	24.59	78.61	21.39	54.02	24.59	78.61									19.2784137729148	3.55480132053634	31.8626792219712	3.4785444097538	27.7069901126456	1.17427308516501	4.76334834511044	2.25395426460523	5.92699546729756	1.5047	2.1635	5.8053	2.9998	6.0443	17.9415	7.1077	4.3626	3.6995	4.2917	1
ENCFF000CXI	RNA-seq	human	y2012	single-ended	2.0	0.0	0.0	2.0	0.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	33.3	38.7	28.0	66.7	33.3	38.7	28.0	66.7									21.2361227991103	2.82497628255436	20.7452793615673	3.23471288495542	26.4853739792043	4.55732162537257	9.13523514153248	0.735109488974408	11.0458684367288	1.9549	2.2258	2.417	3.2823	8.7632	28.6635	6.966	3.3422	2.4686	2.3564	0
ENCFF001RRJ	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	1.0	1.0	0.0	28.47	34.9	36.63	71.53	28.47	34.9	36.63	71.53									11.8152555359229	1.8463500771779	42.5943837718661	2.88127112340199	15.8059450439724	4.41030944876437	8.60472181331213	0.365450211876238	11.6763129737059	1.9340000000000002	2.2307	2.5788	2.8064	9.5063	35.8788	6.1517	3.1059	2.2988	2.3838	1
ENCFF001RQT	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	30.6	34.13	35.26	69.4	30.6	34.13	35.26	69.4									12.852810798969	2.016735550834	40.1656364614048	2.1241759842854	13.4530097472058	5.6571318959725	9.55224068334212	0.491605495499556	13.6866533824869	2.0282	2.2556	2.9392	3.2608	10.7535	33.0432	7.654	3.5052	2.4201	2.3049	1
ENCFF311YRG	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	7.87	43.26	48.87	92.13	7.87	43.26	48.87	92.13									11.543308107174	0.924679152535457	32.595510175671	5.60976019547273	8.58709505533674	4.47266285994081	15.8780791635764	10.0220578881552	10.3668474021376	1.2885	1.6378	3.1891	5.6652	11.157	23.7257	8.3405	2.508	2.655	3.4584	1
ENCFF649YXQ	RNA-seq	human	y2015	single-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	31.33	43.34	25.34	68.67	31.33	43.34	25.34	68.67									14.9025755021559	2.68552207661756	34.1690117688658	3.41816240832142	21.1622247672071	3.85317464339244	11.2421890923751	3.13089442704621	5.43624531401847	1.2527	2.0514	5.9312	2.5422	10.6822	18.0286	7.0115	4.1197	4.0741	2.9493	0
ENCFF632CZW	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	16.63	56.07	27.3	83.37	16.63	56.07	27.3	83.37									14.5083385129215	2.09262494396952	37.1354541651912	3.49533944043331	21.6199041678122	2.49347692827777	7.52225974823457	3.2291745786882	7.90342751447164	1.9149	2.5096	2.9379	3.7437	8.2549	19.0498	6.6197	3.4925	2.5366	1.9703	1
ENCFF452LQU	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	0.0	1.0	2.0	0.0	8.41	17.37	74.23	91.59	8.41	17.37	74.23	91.59									19.4511881468947	0.475451053539923	9.63449399797128	5.29149620456414	3.9581660761587	1.70638373563191	24.7138400003846	14.7046098080408	20.064370976814	0.2336	0.2541	2.0405	2.1644	24.6959	48.0634	6.6759	0.3831	0.344	0.2546	1
ENCFF243GOM	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	2.0	0.0	4.94	28.72	66.33	95.06	4.94	28.72	66.33	95.06									14.783208804545	0.520478344383171	20.7439250818856	4.37428290006431	7.95267834822907	4.05550059718267	24.4827799867957	10.6347656458653	12.4523802910491	0.5963	0.7958	1.9546	2.7434	25.1307	41.4333	4.6238	1.0783	0.8902	0.7406	1
ENCFF385OMY	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	1.0	2.0	0.0	22.98	57.32	19.71	77.02	22.98	57.32	19.71	77.02									16.3622428356195	2.28525232163199	36.7033613136579	3.20267099233035	18.8749074759437	5.10375818280129	10.543070276286	1.1049340913744	5.81980251035482	1.9952	2.3546	2.8526	3.7706	8.1114	17.6582	6.4519	4.0202	3.0043	2.6149	0
ENCFF830CNG	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	14.11	45.52	40.37	85.89	14.11	45.52	40.37	85.89									13.824428952638	1.70185916282901	29.5494279667515	6.37003167981912	17.8227463730332	1.9229168218525	8.97813961029003	10.974559746912	8.85588968587466	1.645	2.1022	2.6643	5.7608	8.4267	20.8596	8.561	2.8341	2.0139	1.8361	1
ENCFF000MQA	RNA-seq	human	y2012	single-ended	2.0	1.0	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	45.9	37.11	16.99	54.1	45.9	37.11	16.99	54.1									19.6514380130927	2.60133006195551	31.0152171041377	2.62309353094419	24.7297973290485	3.19067614009177	7.8050729455177	0.435377655738734	7.94799721947322	1.8371	2.2497	2.695	3.1644	8.6749	22.6857	5.6789	3.3974	2.635	2.3524	0
ENCFF001RGN	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	40.56	27.73	31.72	59.44	40.56	27.73	31.72	59.44									10.6925534921891	1.59065905487238	44.240034213145	2.63123882897736	13.1635495507423	5.21382690208168	8.59846944511869	0.359048882976544	13.510619629897	1.9826	2.3306	2.8635	3.1736	9.2081	36.0021	7.3889	3.5238	2.396	2.4897	1
ENCFF326BCF	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0	27.07	54.15	18.77	72.93	27.07	54.15	18.77	72.93									14.5077175465405	1.69902609434269	32.0755973968114	2.4021826479075	24.6173495942407	4.4312915596231	12.1274987820975	0.77185874828765	7.36747763014902	2.0914	2.1914	2.3943	2.91	5.5232	14.5935	4.9797	3.3788	2.4813	2.3367	0
ENCFF341FLH	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	2.0	0.0	7.38	39.26	53.36	92.62	7.38	39.26	53.36	92.62									12.0640779639223	1.3621593980931	25.6089690284049	5.92225948422874	9.13310810643088	4.2611076496886	17.8545275820212	12.1857104204263	11.6080803667839	1.0948	1.3143	2.9379	5.1912	11.4917	25.5078	9.8425	2.9078	1.8163	1.6613	1
ENCFF675SLL	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	2.0	0.0	7.43	35.41	57.16	92.57	7.43	35.41	57.16	92.57									11.9106775243639	0.748072353098264	23.1419038830127	6.11455343832713	11.3338201043177	4.91503480074503	20.8182485033482	11.8976631612395	9.12002623154749	0.8687	1.1462	1.8914	3.9542	18.909000000000002	36.0085	5.9257	1.6567	1.2821	1.0323	1
ENCFF822QPE	RNA-seq	human	y2016	single-ended	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	16.57	60.77	22.66	83.43	16.57	60.77	22.66	83.43									15.6568744300556	1.81177991449033	34.1663012847036	2.43344387424273	20.7898220023755	4.55832010753551	11.8345673980481	0.603960946328992	8.14493004221963	2.3089	2.5752	2.8412	3.3322	5.7529	15.478	5.4391	3.5144	2.8266	2.4945	0
ENCFF907KLE	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	0.0	1.0	2.0	0.0	7.19	27.68	65.14	92.81	7.19	27.68	65.14	92.81									17.66348669026	0.688182797353439	24.7061086320972	2.96135302867108	6.50574447350875	3.01866953890342	18.865594706878	6.75668051495102	18.834179617377	1.0006	1.2536	2.6218	3.6983	16.2632	28.4311	11.1937	1.8011	1.4086	1.2296	1
ENCFF859IDO	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	2.0	2.0	0.0	7.1	69.2	23.7	92.9	7.1	69.2	23.7	92.9									14.888232506319	1.82856358919782	32.00911267793	2.45277371291739	21.5372239590262	5.04346398164161	13.8449722296129	0.67420097778369	7.72145636557137	2.1658	2.4116	2.6243	3.0708	5.438	13.8553	4.8453	3.2595	2.5917	2.3911	0
ENCFF001RGI	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	29.05	36.32	34.62	70.95	29.05	36.32	34.62	70.95									12.9458454085384	1.89378865867901	43.2236472165751	1.86123967299624	15.7115359660885	4.26305203512263	7.74027855876119	0.377503352221117	11.9831091310178	2.1748	2.2889	2.772	3.0460000000000003	9.7368	31.0874	7.3582	3.4146	2.4727	2.4093	1
ENCFF001RFX	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	28.17	35.97	35.86	71.83	28.17	35.97	35.86	71.83									13.0351364783322	1.95647026954391	43.0372267927112	1.76930181366767	15.4726990011283	4.41557582828707	7.55989923831504	0.382975455869837	12.3707151221447	2.189	2.2879	2.8275	3.0445	9.872	31.9283	7.693	3.5356	2.5036	2.4249	1
ENCFF000MPU	RNA-seq	human	y2012	single-ended	2.0	0.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	22.41	47.87	29.72	77.59	22.41	47.87	29.72	77.59									16.9835467357807	2.27145736893909	31.8353255193223	2.4911995667479	18.5487129232052	4.9907804984978	11.5198638350547	2.10436733588643	9.25474621656588	1.7129	2.1047	2.8051	3.6069	9.2976	22.4286	6.071000000000001	3.2616	2.4962	2.2152	0
ENCFF443XTQ	RNA-seq	human	y2016	single-ended	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	17.34	56.61	26.04	82.66	17.34	56.61	26.04	82.66									15.5574293196933	1.82308564280968	34.3864508239288	2.56074067042288	20.5132872834081	4.2093801129098	12.4869751676616	0.640603972504062	7.82204700666179	1.9551	2.1739	2.4429	2.8186	8.5075	20.9088	5.1119	3.1247	2.5998	2.26	0
ENCFF826YSU	RNA-seq	human	y2016	single-ended	2.0	2.0	0.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	19.34	59.39	21.27	80.66	19.34	59.39	21.27	80.66									16.1660517655093	2.11869541896003	35.6699577314731	2.30037315595516	24.4710638158858	3.41341274884528	8.20542651588679	0.627652321080624	7.02736652640387	2.1555	2.3971	2.6237	3.0496	6.2279	17.0497	5.1964	3.2722	2.5005	2.3259	0
ENCFF269DXG	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	17.89	61.3	20.81	82.11	17.89	61.3	20.81	82.11									14.1998483437322	1.84995920116709	31.6701970707262	2.63698517230295	27.3854953967377	4.11450048216803	10.2311315700545	0.672768633527574	7.23911412958369	2.0132	2.1983	2.4358	2.9613	5.0971	14.2526	5.2484	3.5322	2.4419999999999997	2.2822	0
ENCFF051TUA	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	18.08	59.84	22.08	81.92	18.08	59.84	22.08	81.92									14.1732025036632	1.88187639221798	37.7771731305106	2.09510278062456	23.8471588166041	3.60801494066928	8.70035657719769	0.603365038495092	7.31374982001745	2.2092	2.3242	2.5692	2.9138	5.8086	15.9679	4.9271	3.1660000000000004	2.4297	2.2631	0
ENCFF157AFM	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0	10.2	42.2	47.6	89.8	10.2	42.2	47.6	89.8									12.4107858478684	1.27871346240874	27.7175898411729	5.99977100110683	14.1310037239582	3.81814761704842	15.6346268135894	10.7255993500793	8.28376234276772	1.2375	1.5685	2.1151	4.5493	13.3797	29.3935	7.0782	2.3482	1.8079	1.6542	1
ENCFF001RGA	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	28.62	36.62	34.76	71.38	28.62	36.62	34.76	71.38									12.8470905080412	1.91667774416702	43.4169927774698	1.87258388909963	15.6516974513103	4.26132525810576	7.72593507612134	0.379985280433676	11.9277120152513	2.2476	2.2827	2.7651	3.0001	9.5893	30.79	7.2787	3.4208	2.4704	2.4149	1
ENCFF299JVW	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	0.0	2.0	0.0	20.86	58.85	20.29	79.14	20.86	58.85	20.29	79.14									14.4093279957431	1.76524090310046	32.360893695745	2.58423513446066	21.6611702687151	4.99120370083921	13.6964462126415	0.649358684824373	7.88212340393059	2.1861	2.331	2.6151	2.9462	5.2816	13.5308	4.9115	3.2859	2.6916	2.396	0
ENCFF851VPL	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	17.55	59.92	22.53	82.45	17.55	59.92	22.53	82.45									14.5105133486897	1.9315500384603	34.2980501305777	2.63549318175431	28.3223920119159	3.33777092651325	7.33108435139493	0.632331006285839	7.0008150044081	2.011	2.1748	2.3799	2.9261	5.6444	16.7929	5.4935	3.5505	2.4339	2.2844	0
ENCFF733EHG	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	1.0	2.0	0.0	19.62	45.27	35.12	80.38	19.62	45.27	35.12	80.38									18.6593066663338	1.88878244833386	27.5300001144149	2.39158405388735	22.2827234497557	2.64932968453724	9.25668781262579	4.46145413053495	10.8801316395763	1.3701	2.4944	3.5773	3.2889999999999997	7.6648	20.3169	9.3578	6.6638	3.9474	3.1793	1
ENCFF109ASP	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	1.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0	17.13	51.04	31.83	82.87	17.13	51.04	31.83	82.87									14.1676062059805	1.66754914893714	39.6182427343561	4.22781279812305	21.8214662290772	1.79558515421378	6.5646410655517	2.22145892577563	7.91563773798493	1.7366	2.8623	3.3709	3.2108	10.6167	23.3902	6.928999999999999	3.8982	2.5621	1.8498	1
ENCFF604PGV	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	15.53	53.33	31.14	84.47	15.53	53.33	31.14	84.47									17.868724643281	2.58650033578966	34.5403361576463	2.8590419415082	21.0755158741111	3.14354317887009	8.35081279496591	1.34085870155199	8.23466637227573	1.6866	2.0463	2.6647	3.2043	10.4945	27.3051	6.8592	4.0183	2.7507	2.5524	1
ENCFF000MTP	RNA-seq	human	y2012	single-ended	2.0	0.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	45.82	38.44	15.74	54.18	45.82	38.44	15.74	54.18									26.6714298418033	2.70908141247563	25.6457117624872	3.40117280410982	23.5719929390528	2.73892791762365	5.89223162932276	1.47034923477445	7.89910245835033	1.6798	2.2087	2.9071	4.2084	8.8983	26.6618	7.0815	4.5759	2.6543	2.4548	0
ENCFF233HDB	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	2.0	0.0	7.69	38.49	53.82	92.31	7.69	38.49	53.82	92.31									14.1305521478778	1.09992467694998	28.6019443494053	5.07526450879354	9.68974448704222	4.4748916662005	15.6644624809253	8.99128256030722	12.2719331224982	1.3365	1.5887	2.8302	4.6074	14.0775	30.1097	7.66	2.2786	1.8278	1.6368	1
ENCFF754GRT	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	13.07	64.46	22.47	86.93	13.07	64.46	22.47	86.93									13.1558422617852	1.70329287083635	40.4878961262954	2.11545656111753	21.8293515502639	3.62207337359151	9.46739996575871	0.595840739950075	7.02284655040128	2.2569999999999997	2.4181	2.6503	2.9353	5.6935	14.4917	4.7924	3.1949	2.5224	2.2973	0
ENCFF329YXL	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	11.9	62.91	25.2	88.1	11.9	62.91	25.2	88.1									15.256748392829	2.02629700476383	36.7874480001208	2.15558234473359	24.5184956750334	3.3135433671984	8.0983948777558	0.602433022861616	7.24105731470359	2.1111	2.3138	2.5338	2.9415	6.6496	18.3096	5.1001	3.1371	2.4469	2.1976	0
ENCFF001RGL	RNA-seq	human	y2013	single-ended	2.0	2.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	29.29	35.92	34.79	70.71	29.29	35.92	34.79	70.71									12.6974920101155	2.00976931863355	40.097420476131	2.38799739456866	13.9204923887631	5.549023330358	9.61418848260896	0.462873127870668	13.2607434709506	2.115	2.2641	2.8847	3.2733	10.4407	31.598000000000003	7.4159	3.4095	2.4156	2.2853	1
ENCFF713VFN	RNA-seq	human	y2016	single-ended	2.0	0.0	2.0	2.0	1.0	0.0	2.0	2.0	0.0	1.0	2.0	0.0	8.41	29.59	61.99	91.59	8.41	29.59	61.99	91.59									20.2431826827065	0.980397983928486	27.777150397033	1.84073510532072	10.2732276163758	1.98798797013932	15.1095406780467	4.45636798060007	17.3314095858495	0.9247	1.2384	2.1901	2.3897	19.2652	33.7426	7.5287	1.8887	1.3826	1.5101	1
ENCFF178QHC	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	11.64	64.83	23.54	88.36	11.64	64.83	23.54	88.36									13.4642822262515	1.82113299844161	40.5662019796262	2.08397912517675	22.9850232909694	3.26487585934548	8.19408999613586	0.697561348455832	6.92285317559735	2.178	2.3724	2.6156	2.9224	5.7136	15.6654	4.9268	3.2110000000000003	2.4754	2.2549	0
ENCFF994CGB	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	13.72	63.5	22.78	86.28	13.72	63.5	22.78	86.28									13.9989679182624	1.80162896558941	33.0209730089081	2.51916173623643	21.9952417543748	4.88104898900105	13.0475239784597	0.573800512757905	8.16165313641022	2.1453	2.2842	2.5741	2.8766	4.9504	14.1614	4.9654	3.2614	2.6484	2.3351	0
ENCFF012OMN	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	1.0	2.0	0.0	3.48	14.84	81.69	96.52	3.48	14.84	81.69	96.52									20.3528306720178	0.434463325078986	8.35146443514644	4.89317735462386	3.38792588164973	0.958415165229272	30.5675006404235	13.8765263427547	17.1776961830757	0.1448	0.1547	1.1361	1.8518	26.8928	57.2527	3.5042	0.2726	0.1745	0.1618	1
ENCFF987HYN	RNA-seq	human	y2016	single-ended	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	21.97	58.91	19.12	78.03	21.97	58.91	19.12	78.03									16.2989368551642	2.22951574825819	34.8998361573936	3.73655365191036	17.8161298596607	6.01872935609332	12.3539419065417	0.950705884200443	5.69565058077755	1.9968	2.3233	2.8399	3.9879	8.1135	17.1648	6.4264	4.1519	3.1117	2.6058	0
