accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status	peak_type
ENCFF000ZMX	ChIP-seq	human	y2010	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	9.06	69.42	21.52	90.94	9.06	69.42	21.52	90.94									26.0556031414749	0.93918519501514	2.43331604154854	1.99921181632103	2.07983978960321	14.2225935264383	24.4972313037604	1.31729218692822	26.455726998910198	1.3792	1.4604	1.6909999999999998	2.1830000000000003	12.3138	18.1775	2.9977	1.9942	1.6729	1.5359	0	narrow
ENCFF358EYL	ChIP-seq	human	y2014	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	0.0	5.62	69.85	24.53	94.38	5.62	69.85	24.53	94.38									2.97305352442824	0.168453230818181	1.46069995187051	0.5516767792306129	1.30020117725952	16.247631283768698	31.60224899663089	0.7782277471570369	44.917807308836295	1.4723	1.584	1.7024	1.8809	2.1699	2.0980000000000003	1.9918	1.7928	1.6182	1.5254	0	narrow
ENCFF000NEV	ChIP-seq	human	y2012	single-end	2.0	0.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	0.0	60.14	29.59	10.27	39.86	60.14	29.59	10.27	39.86									37.779138239747	1.26539662754615	2.6794866271152995	2.57878794862263	2.76405347751113	12.7993531237131	20.2082709185222	1.48723431330014	18.438278723922306	1.3427	1.5096	1.7209999999999999	2.3141	14.8173	27.2224	3.5343	2.2291	1.8956	1.7147	0	narrow
ENCFF000RQK	ChIP-seq	human	y2012	single-end	2.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	12.75	63.7	23.55	87.25	12.75	63.7	23.55	87.25									4.24882019796557	0.214193595856744	1.58427639149194	0.711151351892691	1.7878420608366998	15.1330432454417	30.3798257428818	0.8979575986608809	45.04288981497189	1.4916	1.6311	1.7386	1.9034	3.0157	3.0268	1.9964	1.739	1.6721	1.5234	0	narrow
ENCFF001HSL	ChIP-seq	human	y2011	single-end	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	7.24	75.41	17.35	92.76	7.24	75.41	17.35	92.76									11.4012921953651	0.4893978868143	2.4163329634454302	1.39672890432769	2.76511313745356	14.413265306122401	27.175302745211606	1.4359289815216898	38.5066378797382	1.8114	2.0401	2.2486	2.6705	7.3639	6.3652	2.9679	2.1996	2.0319	1.7987	0	narrow
ENCFF435TOG	ChIP-seq	human	y2015	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	1.92	76.79	21.29	98.08	1.92	76.79	21.29	98.08									6.96056877773296	0.350847115772489	1.88886647841872	0.8385437676482449	1.88473174667205	18.374949576442106	31.083098023396502	0.963695038321904	37.654699475595	1.6892	1.7541	1.9081	2.2843	4.3765	4.2861	2.6464	2.126	1.9022	1.7677	0	narrow
ENCFF000BIL	ChIP-seq	human	y2010	single-end	2.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	32.29	54.74	12.97	67.71	32.29	54.74	12.97	67.71									9.77799212314208	0.7072728585293859	1.57577264596652	1.22133409267741	1.60314512829974	22.209711315563602	30.0543840088555	0.794403580681645	32.0559842462842	1.4609999999999999	1.584	1.8087	2.4075	5.6086	7.4328	3.5837	2.2921	1.8659999999999999	1.7163	0	narrow
ENCFF001HWL	ChIP-seq	human	y2011	single-end	2.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	13.94	65.83	20.23	86.06	13.94	65.83	20.23	86.06									6.062360491775	0.272636769753558	1.8813248351621696	0.8894232466470121	2.06701639754334	15.087615956361999	29.5846702083558	1.11041738742764	43.044534706973494	1.6808	1.8061	1.964	2.2494	4.258	3.6568	2.2673	1.9475	1.8505	1.6401	0	narrow
ENCFF000ZKL	ChIP-seq	human	y2010	single-end	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.05	73.23	25.72	98.95	1.05	73.23	25.72	98.95									2.31909964722277	0.122832173363657	1.4194723758604	0.480748399604599	1.28837749682339	15.8017192473683	32.8454642280265	0.694571100078496	45.0277153316519	1.4179	1.5042	1.5832	1.6969999999999998	1.7429	1.5738	1.6879	1.6341	1.5297	1.464	0	narrow
ENCFF000WFJ	ChIP-seq	human	y2012	single-end	2.0	0.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	18.61	59.65	21.74	81.39	18.61	59.65	21.74	81.39									3.78380080916704	0.209302372838648	1.46552302224498	0.6148003194401259	1.4481488932375	16.6366937540514	31.285014966135698	0.809979862266846	43.7467360006177	1.4406	1.535	1.6517	1.8663	2.735	2.7807	1.9875	1.7544	1.6286	1.5497	0	narrow
ENCFF000BMP	ChIP-seq	human	y2010	single-end	2.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	0.0	66.1	27.57	6.33	33.9	66.1	27.57	6.33	33.9									32.434057986268805	2.98762706988204	1.38895989398355	4.13590475359896	2.3363516346041098	24.344389077177702	15.0042953905497	0.5910297008463471	16.7773844930888	0.9440000000000001	1.0498	1.2976	2.6911	15.0316	33.679	7.5809	2.5122	1.4438	1.1751	0	narrow
ENCFF000SCC	ChIP-seq	human	y2012	single-end	2.0	2.0	0.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	0.0	9.59	72.66	17.75	90.41	9.59	72.66	17.75	90.41									5.577762305265501	0.262282594129021	1.79406130943804	0.7879561606181121	1.96575917359319	15.4685265925128	30.203508319386202	0.987867288836314	42.9522762562208	1.61	1.7195	1.8335	2.0796	3.9586	3.3964	2.1415	1.9321	1.7630000000000001	1.5621	0	narrow
ENCFF001GXJ	ChIP-seq	human	y2011	single-end	2.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	3.72	73.51	22.77	96.28	3.72	73.51	22.77	96.28									6.22934072676313	0.277958841136297	1.95961486732226	0.909637686342741	2.0723498956772803	15.053602030237998	29.7663795735009	1.14639132051102	42.5847250585084	1.7128	1.8357	1.9667	2.2727	4.2001	3.6316	2.3169999999999997	1.9865	1.8308	1.6716	0	narrow
ENCFF797TCA	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	14.21	58.18	27.6	85.79	14.21	58.18	27.6	85.79									4.08748909217579	0.245204854752778	1.55252591335017	0.771004955665951	1.70308674993857	16.1423664442465	29.037310572930004	0.920857984426205	45.5401534325141	1.6347	1.7502	1.9075	2.1874	2.9591	3.1907	2.4317	2.0241	1.7925	1.6905	0	narrow
ENCFF000QIS	ChIP-seq	human	y2012	single-end	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	8.48	67.61	23.91	91.52	8.48	67.61	23.91	91.52									6.16209401489231	0.331041198819687	2.13605924596957	0.9222078437671422	1.99422774058573	18.4708260472954	31.315264969335495	1.14869376618208	37.5195851731526	1.7377	1.8721	2.141	2.47	4.2821	4.4309	2.7594	2.312	2.1091	1.8813	0	narrow
ENCFF000BGS	ChIP-seq	human	y2010	single-end	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	23.96	58.1	17.94	76.04	23.96	58.1	17.94	76.04									15.024461716786	1.30372169340311	1.63158396515648	1.97108750520596	2.06090591145611	21.976105293264602	24.898866481677494	0.861353498150945	30.271913934899203	1.4158	1.5948	1.9186	2.938	8.2357	14.0334	5.3868	2.6987	1.963	1.6251	0	narrow
ENCFF001HXT	ChIP-seq	human	y2011	single-end	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	8.36	73.5	18.14	91.64	8.36	73.5	18.14	91.64									9.967834976820038	0.4437665795845229	2.1598385205096102	1.24290884563306	2.4636696314864905	14.667552589057903	28.001187941388196	1.30512475901401	39.74811615650621	1.7735	1.9283	2.0996	2.5474	6.4992	5.7702	2.7314	2.1565	1.944	1.7264	0	narrow
ENCFF485LYA	ChIP-seq	human	y2016	single-end	2.0	2.0	1.0	2.0	1.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	3.18	76.4	20.42	96.82	3.18	76.4	20.42	96.82									12.240370066842301	1.05752104004185	1.4947023145306102	1.5580064050030402	1.82745200027822	20.1677961608287	23.8260266502157	0.6574351561484101	37.170690206111296	1.2259	1.3697	1.6811	2.6294	7.034	11.6367	5.4862	2.548	1.7501	1.4471	0	narrow
ENCFF001HUW	ChIP-seq	human	y2011	single-end	2.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	2.0	0.0	1.0	0.0	14.31	63.18	22.51	85.69	14.31	63.18	22.51	85.69									4.14597699988894	0.208192401280252	1.7140030087941598	0.737356501721474	1.80759871974799	15.369485980836599	30.573589249113997	0.946861464212514	44.496935674404	1.58	1.6840000000000002	1.8292	2.0299	3.0095	2.8259	2.0628	1.8385	1.7647	1.6230000000000002	0	narrow
ENCFF000ZHI	ChIP-seq	human	y2010	single-end	2.0	2.0	0.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	6.18	73.29	20.53	93.82	6.18	73.29	20.53	93.82									3.52288670199344	0.163209689629069	1.30416351249054	0.524854907898057	1.23774917991421	16.0759020943729	30.705021448397694	0.718041887458996	45.74817057784511	1.3627	1.4695	1.5753	1.749	2.5218	2.4169	1.8676	1.676	1.5369	1.4582	0	narrow
ENCFF946YUW	ChIP-seq	human	y2015	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	2.57	72.64	24.79	97.43	2.57	72.64	24.79	97.43									4.7629556666204405	0.258551484038951	1.5235708045365	0.640507141548333	1.49026483811174	15.8491857247996	31.3669315283997	0.738602829893573	43.3694299820512	1.4502	1.5205	1.6338	1.8269	3.1938	3.4839	2.0068	1.7478	1.6009	1.4935	0	narrow
ENCFF000YYA	ChIP-seq	human	y2012	single-end	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	15.41	56.2	28.38	84.59	15.41	56.2	28.38	84.59									3.32382794014458	0.182254695582644	1.48975620502276	0.64528565134381	1.57022568169579	16.5178644277998	31.4203219594981	0.8837363946410799	43.9667270442715	1.5667	1.6447	1.8022	1.964	2.8832	3.0115	2.0381	1.8012	1.703	1.6048	0	narrow
ENCFF000OWE	ChIP-seq	human	y2012	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	1.0	12.11	63.69	24.2	87.89	12.11	63.69	24.2	87.89									7.93530291848644	0.278157526484952	1.4027850030850402	0.773880816708405	1.60240511995354	15.5791403026967	28.915276383125402	0.9902367615567952	42.52281516790271	1.4627	1.5908	1.6987	1.9603	5.0417	4.7009	2.2213	1.784	1.6162	1.5035	0	narrow
ENCFF000NAQ	ChIP-seq	human	y2012	single-end	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	13.93	63.75	22.32	86.07	13.93	63.75	22.32	86.07									5.90858910139495	0.27116810411568204	1.73066984654922	0.830999028741607	1.7891866565586103	17.5154285300618	31.4157850603166	1.01278320828968	39.525390463971895	1.6574	1.7505	1.9124	2.2393	3.7058	3.7735	2.3537	2.0155	1.8388	1.7096	0	narrow
ENCFF000CDR	ChIP-seq	human	y2010	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	4.82	79.73	15.46	95.18	4.82	79.73	15.46	95.18									24.4523313056173	1.96151714974805	1.77274016210372	2.95229573458196	2.4191310046162204	25.861445306276607	18.2558569463218	0.8254484204957301	21.4992339702386	1.2172	1.3659	1.7951	3.4148	13.767000000000001	21.3459	8.0897	3.4572	2.1505	1.6411	0	narrow
ENCFF000ZEC	ChIP-seq	human	y2012	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	4.21	69.82	25.97	95.79	4.21	69.82	25.97	95.79									8.20668938614974	0.263826125250746	1.68891142431766	0.7771356078404441	1.69002248380378	15.496855701654301	29.7504358383348	0.958844336525778	41.1672790961228	1.5445	1.6580000000000001	1.8196	2.0782	5.3849	4.69	2.3055	1.8804	1.7267	1.6809	0	narrow
ENCFF000YUM	ChIP-seq	human	y2010	single-end	2.0	0.0	1.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	42.47	39.56	17.98	57.53	42.47	39.56	17.98	57.53									4.1237488221683805	0.222588714832952	1.55983788593237	0.709981245587865	1.78656731642238	16.018510008917698	31.053044587428197	0.915805111662982	43.609916307047214	1.5306	1.6237	1.808	1.9646	2.6765	3.0805	2.0278	1.8496	1.7026	1.6159	0	narrow
ENCFF002BBM	ChIP-seq	human	y2014	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	0.0	6.72	74.0	19.29	93.28	6.72	74.0	19.29	93.28									14.9497978941567	1.25155765824752	1.47785183464232	1.78883032060353	1.77213483914507	23.9793378330673	23.507941919839602	0.6551467844603289	30.6174009158377	1.2803	1.4284	1.804	2.8689999999999998	8.8207	13.3234	6.0709	3.0707	2.2209	1.7811	0	narrow
ENCFF000OOO	ChIP-seq	human	y2012	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	10.74	64.39	24.87	89.26	10.74	64.39	24.87	89.26									5.350359441560911	0.271148797074304	1.5345545311482298	0.763585758265942	1.61950976782947	15.9020021117445	30.5626463960775	0.8936481801374659	43.1025450161617	1.4553	1.5312	1.6994	1.9046	3.5616	3.9029	2.1195	1.7842	1.6304	1.5157	0	narrow
ENCFF000BXG	ChIP-seq	human	y2010	single-end	2.0	0.0	1.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	0.0	43.61	42.95	13.45	56.39	43.61	42.95	13.45	56.39									15.247822464667498	1.07060269514907	1.7374053687916202	1.7007236844088798	1.87739875603866	21.3465293599197	26.013243595528607	0.941061075506986	30.065212999988894	1.5183	1.6644	2.0406	3.2036	9.1199	11.8567	4.7707	2.6692	2.0039	1.7452	0	narrow
ENCFF000CWJ	ChIP-seq	human	y2010	single-end	2.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	30.37	54.67	14.96	69.63	30.37	54.67	14.96	69.63									11.732631578947403	0.878395989974937	1.6153383458646595	1.42466165413534	1.85182957393484	25.2667669172932	27.3314285714286	0.773634085213033	29.125313283207998	1.347	1.5491	1.8957	3.1806	7.8795	8.713	6.4182	3.1631	2.0989	1.7039	0	narrow
ENCFF000PEH	ChIP-seq	human	y2012	single-end	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	41.96	39.66	18.39	58.04	41.96	39.66	18.39	58.04									6.88364487912668	0.28014423547035305	1.57985622824447	0.782669969122641	1.87169414176972	15.767916781335304	29.660510348400997	0.916542421337333	42.2570209951925	1.5338	1.6539	1.7917	2.0228	4.1846	4.6589	2.1390000000000002	1.8582	1.7237	1.663	0	narrow
ENCFF000BEQ	ChIP-seq	human	y2010	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.04	69.7	28.25	97.96	2.04	69.7	28.25	97.96									3.7449002108937206	0.214319613317843	1.36904587971299	0.727195415756875	1.59787514245151	15.8809120523798	28.814450804731397	0.9023188233480408	46.7489820574078	1.6324	1.7405	1.9348	2.1964	2.7555	2.8682	2.3013	1.9706	1.7364	1.6288	0	narrow
ENCFF000BTS	ChIP-seq	human	y2010	single-end	2.0	0.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	54.2	36.44	9.36	45.8	54.2	36.44	9.36	45.8									19.2387062110683	1.94680079324913	1.62181414989833	2.46959664428652	2.04228448505715	27.668034696097198	19.678394022660502	0.540101641333471	24.794267356349398	0.9723	1.1231	1.5154	3.2771	11.2596	20.4936	9.4366	3.3221	1.7959	1.2823	0	narrow
ENCFF000BHI	ChIP-seq	human	y2010	single-end	2.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	2.0	1.0	2.0	0.0	20.19	60.11	19.71	79.81	20.19	60.11	19.71	79.81									5.490351697958139	0.259752293605702	1.87799196067155	0.8779607380228409	1.96481106772394	15.2646522350884	30.0973240175693	1.06761314936814	43.099542839992	1.6552	1.7512	1.9198	2.1938	3.6902	3.2074	2.1979	1.9296	1.8174	1.6156	0	narrow
ENCFF354VZR	ChIP-seq	human	y2014	single-end	2.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	23.45	57.05	19.5	76.55	23.45	57.05	19.5	76.55									6.76085263742434	0.37548227911849	1.79013322330493	0.897289930022347	1.82477562581242	18.353544848467894	30.850248649721895	0.954992797482583	38.1926800086451	1.5716	1.6646	1.8512	2.195	4.2719	4.7605	2.5366	2.0074	1.7834	1.6886	0	narrow
ENCFF000NOM	ChIP-seq	human	y2012	single-end	2.0	2.0	1.0	2.0	1.0	0.0	2.0	2.0	2.0	0.0	1.0	0.0	44.28	41.39	14.32	55.72	44.28	41.39	14.32	55.72									6.3951941143567	0.456426576579743	1.66984843022398	1.13137553613804	2.02635323701343	17.1612375838414	30.546838204059306	0.949307024952324	39.6634192928351	1.6671	1.7538	1.9085	2.2216	3.7927	5.1367	2.6392	1.9732	1.7881	1.692	0	narrow
ENCFF638ZSQ	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	5.94	77.82	16.24	94.06	5.94	77.82	16.24	94.06									7.26544111821686	0.331441625658496	2.0633620114746	1.05118642062098	2.46520364355133	15.2701825887346	29.8696597032168	1.19740181856655	40.4861210699598	1.7565	1.8978	2.0088	2.3908	4.8965	4.2252	2.4156	2.0441	1.9113	1.6747	0	narrow
ENCFF000RZL	ChIP-seq	human	y2012	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	4.22	52.94	42.84	95.78	4.22	52.94	42.84	95.78									7.067234606180098	0.405284045013722	2.0434784790058003	1.25006898558578	2.99703487409503	16.8513473512044	31.404446183717397	1.25488543375628	36.7262200414415	1.8758	2.0291	2.2425	2.5231	4.0569	4.9708	2.8684	2.3976	2.1811	2.0462	0	narrow
ENCFF001HMV	ChIP-seq	human	y2011	single-end	2.0	0.0	2.0	0.0	0.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	79.15	15.0	5.85	20.85	79.15	15.0	5.85	20.85									6.50938642696556	0.30535988554569204	1.96571632086869	0.978912157937232	2.2280748971509903	14.5405133040992	29.1888840097861	1.20828620052573	43.0748667971208	1.7134	1.903	2.0472	2.3476	4.658	4.1462	2.3968	2.0447	1.8969999999999998	1.7285	0	narrow
ENCFF000YBU	ChIP-seq	human	y2012	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.61	71.76	25.63	97.39	2.61	71.76	25.63	97.39									4.72362654514938	0.280853323819524	1.6348481101439598	0.8223904256483651	1.5573119164514595	16.5302097227346	31.5858128022898	1.02560620127382	41.8393409524891	1.4413	1.5381	1.6869999999999998	1.9538	3.3074	3.7235	2.2689	1.8302	1.6177	1.5341	0	narrow
ENCFF000CPM	ChIP-seq	human	y2010	single-end	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	29.13	56.69	14.18	70.87	29.13	56.69	14.18	70.87									20.7423502010415	1.80025335637059	1.62166116792476	2.6135393323738905	2.14982100693122	23.6936312141463	22.3629089480499	0.7879302949276609	24.2279044782342	1.3241	1.4793	1.7194	2.7629	10.4473	19.7036	5.9038	2.6508	1.8686	1.5688	0	narrow
ENCFF000YCY	ChIP-seq	human	y2012	single-end	2.0	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	2.91	74.4	22.69	97.09	2.91	74.4	22.69	97.09									4.07729819046468	0.20493289807762105	1.6218312981098602	0.677971224761214	1.61105065892879	16.6800669004151	32.0327046306372	0.84622979889574	42.2479143997098	1.4859	1.5878	1.7207	1.8841	2.6621	2.7574	2.0743	1.7915	1.6315	1.5484	0	narrow
