accession	assay	organism	year	runType	FastQC_Basic_Statistics	FastQC_Per_base_sequence_quality	FastQC_Per_tile_sequence_quality	FastQC_Per_sequence_quality_scores	FastQC_Per_base_sequence_content	FastQC_Per_sequence_GC_content	FastQC_Per_base_N_content	FastQC_Sequence_Length_Distribution	FastQC_Sequence_Duplication_Levels	FastQC_Overrepresented_sequences	FastQC_Adapter_Content	FastQC_Kmer_Content	BowtieSE_no_mapping	BowtieSE_uniquely	BowtieSE_multiple	BowtieSE_overall	BowtieMI_no_mapping	BowtieMI_uniquely	BowtieMI_multiple	BowtieMI_overall	BowtiePE_con_no_mapping	BowtiePE_con_uniquely	BowtiePE_con_multiple	BowtiePE_dis_uniquely	BowtiePE_cod_no_mapping	BowtiePE_cod_uniquely	BowtiePE_cod_multiple	BowtiePE_overall	readsAnno_Promoter	readsAnno_5_UTR	readsAnno_3_UTR	readsAnno_1st_Exon	readsAnno_Other_Exon	readsAnno_1st_Intron	readsAnno_Other_Intron	readsAnno_Downstream	readsAnno_Distal_Intergenic	TSS_-4500	TSS_-3500	TSS_-2500	TSS_-1500	TSS_-500	TSS_+500	TSS_+1500	TSS_+2500	TSS_+3500	TSS_+4500	status	peak_type
ENCFF000BJE	ChIP-seq	human	y2010	single-end	2.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	23.12	57.72	19.15	76.88	23.12	57.72	19.15	76.88									4.583713792673461	0.259852053273693	1.59662192330744	0.811333732899442	1.6632944896079298	19.8427814628142	31.0575495870927	0.90757150959562	39.2772814487355	1.5905	1.7394	1.9271	2.3382	2.9837	2.7535	2.7492	2.2782	1.9712	1.7642	0	broad
ENCFF000BUR	ChIP-seq	human	y2010	single-end	2.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	26.96	49.45	23.59	73.04	26.96	49.45	23.59	73.04									3.04025359766529	0.183958941330381	1.72406158800443	0.6834054543624841	1.66317802153567	19.2170675254101	33.3864345375868	0.835966589513938	39.2656737445909	1.5225	1.6142	1.7538	1.8727	1.9174	1.9609	2.0841	1.9626	1.8361	1.7337	0	broad
ENCFF001FLT	ChIP-seq	human	y2011	single-end	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	0.0	2.0	0.0	6.42	67.32	26.26	93.58	6.42	67.32	26.26	93.58									3.3301545722856303	0.207122436620937	1.30178312399784	0.7735655840772241	1.89116163597553	15.767057171425801	27.93125023891	0.966101933612179	47.8318033030949	1.6924	1.828	2.0206	2.2484	2.5726	2.795	2.3352	2.039	1.86	1.7361	0	broad
ENCFF000CUA	ChIP-seq	human	y2010	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	16.18	61.76	22.06	83.82	16.18	61.76	22.06	83.82									2.86648378791956	0.16165892176511498	1.33002116627373	0.6170149529482171	1.48625798755728	16.320422040236	28.6992782581803	0.8847060619083381	47.634156823211406	1.726	1.8351	2.0047	2.2085	2.3048	2.3154	2.2276	1.9962	1.8226	1.6917	0	broad
ENCFF002AUM	ChIP-seq	human	y2014	single-end	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	0.0	4.53	69.09	26.38	95.47	4.53	69.09	26.38	95.47									2.88974352237889	0.162281561540685	1.74366788664138	0.568490700640032	1.44699374922952	16.115690787944697	32.4422667682526	0.825251253488649	43.8056137698835	1.4571	1.5813	1.7459	1.9552	1.9863	1.8684	1.9318	1.8214	1.6579	1.5546	0	broad
ENCFF000BIT	ChIP-seq	human	y2010	single-end	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	0.0	14.23	60.48	25.29	85.77	14.23	60.48	25.29	85.77									2.60703530131736	0.157523271169517	1.2072422456276002	0.600802815086804	1.4994403646085	15.577390730183303	29.4093430927304	0.789830740490225	48.151391438786405	1.4988	1.6059999999999999	1.7372	1.8716	2.044	2.1341	1.9386	1.7256	1.6053	1.5394	0	broad
ENCFF041PAU	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	2.86	74.34	22.8	97.14	2.86	74.34	22.8	97.14									3.68288680353564	0.23616659231792494	2.64536861164322	0.725455327171471	2.77808616245436	14.4856917359859	36.0267090286286	0.8455571412134929	38.5740785970493	1.5094	1.6124	1.6681	1.7888	1.9357	2.1028	1.892	1.8481	1.7741	1.7126	0	broad
ENCFF506VIB	ChIP-seq	human	y2016	single-end	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	3.27	75.41	21.32	96.73	3.27	75.41	21.32	96.73									2.15277232368513	0.13885280796827806	1.38137902285483	0.496305649365949	1.4150097972285802	15.3270743844259	31.543551852814	0.695170258312541	46.8498839033448	1.4748	1.5508	1.6221	1.7195	1.7117	1.6337	1.7148	1.6398	1.5449	1.4906	0	broad
ENCFF000BNM	ChIP-seq	human	y2010	single-end	2.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	0.0	37.43	44.59	17.97	62.57	37.43	44.59	17.97	62.57									3.01506323173691	0.18499235660323	1.75556437270774	0.657896061888352	1.65032919978973	19.0475662981589	33.62691764667969	0.8052253039735592	39.256445528461796	1.4746	1.5888	1.6744	1.7952	1.8292	1.8139	1.9889	1.9285	1.8236	1.7167	0	broad
ENCFF001GFG	ChIP-seq	human	y2011	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	2.48	68.54	28.97	97.52	2.48	68.54	28.97	97.52									4.3077304017240206	0.26361534505024203	3.22498497724695	0.8935140962241299	3.21049066274246	16.0178280068405	40.3451257331456	1.010072542031	30.726638234995107	1.6422	1.7375	1.8643	1.9518	1.945	2.0547	2.0507	2.1235	2.0107	1.903	0	broad
ENCFF000CFG	ChIP-seq	human	y2010	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.08	69.48	28.44	97.92	2.08	69.48	28.44	97.92									5.87387850143815	0.55278605173315	1.67340677729745	1.13095411273826	2.03698148718509	34.9116997017363	32.6982480394154	0.581478757866667	20.5405665705896	1.6529	1.8523	2.0828	2.492	2.9595	4.4878	4.3654	3.6013	3.1099	2.7487	0	broad
ENCFF000BDM	ChIP-seq	human	y2010	single-end	2.0	0.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	32.85	46.26	20.89	67.15	32.85	46.26	20.89	67.15									2.8722510162550403	0.184535166106873	1.66343973953199	0.649152137086725	1.72569135106176	17.8787233677617	31.944459858808894	0.8060423411852421	42.275705022201706	1.4798	1.5938	1.6963	1.8339	1.8166	1.8833	2.0684	1.9285	1.7863	1.6955	0	broad
ENCFF515JGH	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	5.4	65.81	28.79	94.6	5.4	65.81	28.79	94.6									2.34072894568432	0.135247491824178	1.37363883275972	0.491909841724154	1.24887251764919	15.2988899022933	31.442723896578997	0.6638414520460971	47.0041471194401	1.3805	1.4524	1.5408	1.6613	1.7596	1.724	1.6763	1.571	1.5043	1.4180000000000001	0	broad
ENCFF000CFA	ChIP-seq	human	y2010	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.59	71.21	27.19	98.41	1.59	71.21	27.19	98.41									6.09827187990601	0.314788422379326	5.4205521059265	1.1113076584445098	4.857812521985942	12.6579721273546	51.305386982714786	0.9886889243120792	17.2452193769762	1.7215	1.7796	1.8205	1.7913	1.7891	1.8417	1.8265	2.0341	2.0561	2.0851	0	broad
ENCFF954GPQ	ChIP-seq	human	y2014	single-end	2.0	2.0	0.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	3.53	70.72	25.75	96.47	3.53	70.72	25.75	96.47									2.77376536007146	0.174322225530511	1.59907698745443	0.582616462938672	1.50502546935228	17.8375996845502	32.8231750987792	0.7178092333443309	41.986609477978895	1.4189	1.5234	1.6235	1.7587	1.7922	1.8829	2.0381	1.9121	1.7501	1.6634	0	broad
ENCFF298NKC	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.77	79.23	19.0	98.23	1.77	79.23	19.0	98.23									3.89127852693435	0.252978981268061	1.69049246709458	0.6942049764968512	1.74927554644065	17.5266338772029	32.0005807727908	0.793621985476647	41.40093286629521	1.4868	1.5955	1.7641	2.0126	2.5999	2.6681	2.2558	1.9358	1.8112	1.6383	0	broad
ENCFF000BLN	ChIP-seq	human	y2010	single-end	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	0.0	14.47	61.2	24.33	85.53	14.47	61.2	24.33	85.53									2.70124615666142	0.158961891375035	1.27189622131195	0.601360577048758	1.50747352143321	16.0746567891106	29.613263112596503	0.8047634273028359	47.266378303159705	1.6184	1.6911	1.8403	1.9946	2.1098	2.1491	2.025	1.8367	1.6878	1.5748	0	broad
ENCFF001FSF	ChIP-seq	human	y2011	single-end	2.0	2.0	0.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	3.56	70.88	25.56	96.44	3.56	70.88	25.56	96.44									3.14160381482617	0.18601799882419695	1.22514609598368	0.7424640601367751	1.64471667680001	16.3637551315743	26.7460919638416	1.00003517358163	48.950169084431714	1.8073	1.9975	2.1632	2.4589	2.5751	2.6121	2.4894	2.1594	1.9254	1.7798	0	broad
ENCFF991QCC	ChIP-seq	human	y2016	single-end	2.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.8	70.83	27.37	98.2	1.8	70.83	27.37	98.2									2.2575392378940897	0.119205004393354	1.17683452773456	0.508359465058726	1.25815188914237	15.7049318425486	29.475276297651806	0.72006674674126	48.7796349888352	1.4926	1.5956	1.6922	1.8544	1.8743	1.7745	1.8277	1.7311	1.5969	1.4824	0	broad
ENCFF001FSO	ChIP-seq	human	y2011	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	3.26	67.92	28.82	96.74	3.26	67.92	28.82	96.74									5.26030357850762	0.298728817822711	3.78175188504022	1.049424577262	4.06941294605575	15.037761173906699	40.4329303999082	1.04801595366836	29.0216706678284	1.6944	1.8125	1.9262	1.9771	2.0956	2.2579	2.1107	2.1288	2.1143	1.9998	0	broad
ENCFF864CRK	ChIP-seq	human	y2014	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	4.53	68.84	26.63	95.47	4.53	68.84	26.63	95.47									2.15653632050564	0.114880906793291	1.04017607010557	0.501848171781218	1.22237315737072	15.541673552802902	28.6529105178509	0.7280829399837959	50.041518362805995	1.5077	1.611	1.7118	1.8632	1.8326	1.7816	1.7995	1.6966	1.5807	1.4984	0	broad
ENCFF513PYY	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0	1.98	76.08	21.94	98.02	1.98	76.08	21.94	98.02									3.06643849223356	0.196240769070196	2.47640522407852	0.6364211169588929	2.3833269970221003	14.263255075687802	36.4645803563595	0.751886523220648	39.76144544536871	1.4797	1.5412	1.6369	1.6578	1.7259	1.7133	1.7105	1.7046	1.6431	1.6304	0	broad
ENCFF991TGR	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	9.59	59.66	30.75	90.41	9.59	59.66	30.75	90.41									3.59818545271258	0.22212143648629892	1.55939551454092	0.822425073156639	1.90747667421886	16.1736527006593	29.3956862582689	0.968081785941198	45.35297510401529	1.6088	1.7566	1.9746	2.3096	2.5374	2.6641	2.4474	2.0821	1.8514	1.6829	0	broad
ENCFF897QKD	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	2.13	75.94	21.94	97.87	2.13	75.94	21.94	97.87									3.056695157842189	0.203014723348404	2.13180557289004	0.623236076833574	2.03236157355031	15.9390211006478	33.7713029579557	0.739287626670317	41.503275210261705	1.4649	1.5585	1.6726	1.7673	1.8219999999999998	1.8344	1.8417	1.8203	1.7567	1.6474	0	broad
ENCFF726ZWD	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	8.31	71.6	20.09	91.69	8.31	71.6	20.09	91.69									4.438184437462129	0.255616951777882	1.8323562104485904	0.7619351447225329	1.7182916601458302	20.9144425584167	33.286383280966	0.8603496775695121	35.9324400784909	1.6861	1.8064	2.0151	2.4062	2.8123	2.5592	2.7973	2.3651	2.041	1.8802	0	broad
ENCFF000CPF	ChIP-seq	human	y2010	single-end	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	0.0	1.34	70.64	28.03	98.66	1.34	70.64	28.03	98.66									5.55079842861068	0.5725263552631321	1.570988254687	1.1201864169876898	2.15113492571195	39.3145124902991	33.6167221813354	0.4740638542353921	15.6290670928696	1.6539	1.8295	2.0609	2.4269	2.6247	4.1025	4.4842	3.8174	3.2846	2.9045	0	broad
ENCFF000CUN	ChIP-seq	human	y2010	single-end	2.0	0.0	2.0	0.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	0.0	43.83	38.79	17.38	56.17	43.83	38.79	17.38	56.17									3.64941711257362	0.244574477602788	2.0239467867055203	0.7421674345011858	1.78228750016335	23.403756977610307	35.8491097107025	0.8203749739894591	31.4843650261513	1.547	1.6787	1.8256	1.9212	1.9696	2.0316	2.4627	2.3179	2.154	1.9766	0	broad
ENCFF000CNX	ChIP-seq	human	y2010	single-end	2.0	0.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	0.0	43.68	39.04	17.28	56.32	43.68	39.04	17.28	56.32									3.99464607092147	0.254633188532061	1.26984988298329	0.910509597983032	1.76766078116317	16.3369197021174	27.192091298157	0.9764288448958308	47.29726063324679	1.7027	1.8207	2.0628	2.4421	3.0325	3.2755	2.7125	2.1893	1.912	1.7481	0	broad
ENCFF246LDW	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	0.0	2.0	0.0	3.99	73.51	22.5	96.01	3.99	73.51	22.5	96.01									2.02921482273774	0.134202010718066	1.06084930270244	0.496999805985108	1.35146953714883	15.212074360982301	28.576182008084306	0.6928241631976869	50.4461839884436	1.5046	1.5744	1.6558	1.7639	1.8152	1.8230000000000002	1.704	1.6153	1.5290000000000001	1.4369	0	broad
ENCFF002ATR	ChIP-seq	human	y2014	single-end	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	0.0	2.0	2.0	0.0	2.11	75.86	22.03	97.89	2.11	75.86	22.03	97.89									6.6660446095237	0.370826322649	1.73614141967486	0.8718833181330659	1.64122753947304	24.715534271837	30.335218567803697	0.9428178987913032	32.7203060521143	1.7285	1.9287	2.258	3.0865	4.6424	3.6983	4.1769	3.0542	2.3763	2.0572	1	broad
ENCFF423JMB	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.62	77.35	21.03	98.38	1.62	77.35	21.03	98.38									4.04024937771416	0.257476748016291	1.40997732471988	0.8000314290866121	1.7418966849365	15.540675987271197	28.646000699095698	0.88706582278226	46.67662592637741	1.5471	1.6953	1.8277	2.1092	2.8438	3.2182	2.3048	1.9019	1.7362	1.6019	1	broad
ENCFF102MKU	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	3.68	78.77	17.55	96.32	3.68	78.77	17.55	96.32									4.69371151469318	0.304915760987074	1.65521388855088	0.723672102923149	1.64384994363282	21.2312683469885	31.0669135223905	0.8033202832337559	37.8771346366002	1.6363	1.7874	2.0685	2.6158	3.3331	2.7744	3.3092	2.6658	2.1555	1.8947	1	broad
ENCFF000VGH	ChIP-seq	human	y2011	single-end	2.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	2.0	1.0	63.0	25.55	11.45	37.0	63.0	25.55	11.45	37.0									4.36925749072146	0.245824658278266	3.12146397211913	0.8944736127455419	3.22910066081289	13.8333653933195	40.3134052231375	0.986268896532995	33.0068400923328	1.66732707769525	1.77229027734453	1.90704222977245	1.9770176962053096	2.01060029957368	2.09322193463898	2.04474495488128	2.07860858421927	2.02886698759832	1.90395094410675	1	broad
ENCFF782OEQ	ChIP-seq	human	y2016	single-end	2.0	2.0	2.0	2.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	16.18	50.1	33.72	83.82	16.18	50.1	33.72	83.82									8.99756350487753	0.5112297888539179	2.2745333248515403	1.43685559853669	3.40422696058088	16.1237816262217	30.1334771198669	1.33628580400805	35.7820462722028	1.7928	1.9118	2.1437	2.4795	4.9673	6.6932	2.9503	2.4028	2.1386	1.9895	1	broad
ENCFF971GOU	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	0.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.88	75.06	23.05	98.12	1.88	75.06	23.05	98.12									2.62307626902474	0.174507350767873	1.80995704122989	0.569173337220272	1.8253428401375	14.7879796421587	33.2736121402051	0.74094768423482	44.195403695021106	1.4108	1.5003	1.5966	1.6834	1.9066	1.9558	1.714	1.6456	1.58	1.526	1	broad
ENCFF000VIS	ChIP-seq	human	y2011	single-end	2.0	0.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	54.0	32.6	13.4	46.0	54.0	32.6	13.4	46.0									4.40043361569399	0.244009575008261	1.7236828318812298	0.7807903411701178	1.72801495893547	19.7349544219935	30.4880997477292	1.00152732665447	39.89848718093379	1.6964	1.8545	2.0708	2.4731	3.0195	2.8651	2.7448	2.3293	2.033	1.8959	1	broad
ENCFF021CAX	ChIP-seq	human	y2015	single-end	2.0	2.0	2.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	10.68	59.29	30.03	89.32	10.68	59.29	30.03	89.32									3.25934503888377	0.197147176278476	1.77008051607896	0.6712704725873471	1.81646214289179	15.5320851724305	33.1385102908603	0.834970331926727	42.7801288580621	1.4527	1.5461	1.66	1.8187	2.0259	2.1171	1.9352	1.8004	1.6631	1.6121	1	broad
ENCFF967SYP	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	0.0	1.65	75.54	22.81	98.35	1.65	75.54	22.81	98.35									4.50557575940485	0.279668220937895	3.2224217457131803	0.8516802728274159	3.39907548526963	14.5567308998174	39.3140080580664	0.9751165703420908	32.8957229876212	1.641	1.7406	1.8436	1.9214	2.0542	2.2064	1.9769	1.9846	1.9551	1.8548	1	broad
ENCFF582CNG	ChIP-seq	human	y2017	single-end	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	0.0	1.51	77.66	20.83	98.49	1.51	77.66	20.83	98.49									3.1456013332136203	0.196007420641206	1.49693984297213	0.5987154099359521	1.6220294989654898	15.445747910044403	30.7172782104916	0.7684943543204859	46.009186019415104	1.4717	1.5891	1.6780000000000002	1.8719999999999999	2.2427	2.3603	1.9138	1.7469999999999999	1.6182	1.5468	1	broad
ENCFF000VIQ	ChIP-seq	human	y2011	single-end	2.0	0.0	2.0	0.0	1.0	1.0	2.0	2.0	2.0	0.0	2.0	2.0	57.8	31.45	10.75	42.2	57.8	31.45	10.75	42.2									4.4826910614441	0.255602610281374	1.80328445335303	0.7755489578466691	1.63971485840881	21.300317996171998	30.8284478471207	0.9619258611768372	37.9524663541965	1.6426	1.8145	2.0916	2.535	2.9907	2.6408	2.9010000000000002	2.449	2.1524	1.9141	1	broad
ENCFF728GQX	ChIP-seq	human	y2016	single-end	2.0	2.0	1.0	2.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	9.42	68.82	21.77	90.58	9.42	68.82	21.77	90.58									2.89684240964436	0.157834336197176	1.24369842396592	0.5888666550867939	1.3989222685974898	16.6760209281101	30.308409497771503	0.8069431043363281	45.92246237629029	1.5925	1.7149	1.8817	2.0921	2.2977	2.2484	2.1123	1.9444	1.7626	1.6444	1	broad
