accession,assay,organism,year,runType,FastQC_Basic_Statistics,FastQC_Per_base_sequence_quality,FastQC_Per_tile_sequence_quality,FastQC_Per_sequence_quality_scores,FastQC_Per_base_sequence_content,FastQC_Per_sequence_GC_content,FastQC_Per_base_N_content,FastQC_Sequence_Length_Distribution,FastQC_Sequence_Duplication_Levels,FastQC_Overrepresented_sequences,FastQC_Adapter_Content,FastQC_Kmer_Content,BowtieSE_no_mapping,BowtieSE_uniquely,BowtieSE_multiple,BowtieSE_overall,BowtieMI_no_mapping,BowtieMI_uniquely,BowtieMI_multiple,BowtieMI_overall,BowtiePE_con_no_mapping,BowtiePE_con_uniquely,BowtiePE_con_multiple,BowtiePE_dis_uniquely,BowtiePE_cod_no_mapping,BowtiePE_cod_uniquely,BowtiePE_cod_multiple,BowtiePE_overall,readsAnno_Promoter,readsAnno_5_UTR,readsAnno_3_UTR,readsAnno_1st_Exon,readsAnno_Other_Exon,readsAnno_1st_Intron,readsAnno_Other_Intron,readsAnno_Downstream,readsAnno_Distal_Intergenic,TSS_-4500,TSS_-3500,TSS_-2500,TSS_-1500,TSS_-500,TSS_+500,TSS_+1500,TSS_+2500,TSS_+3500,TSS_+4500,status
ENCFF735GUP,ChIP-seq,human,y2016,single-ended,2,2,2.0,2,0,1,2,2,2,2,2,0,2.07,70.38,27.56,97.93,2.07,70.38,27.56,97.93,,,,,,,,,5.02223091604062,0.298068738732547,1.7333241695788,0.797986793619912,1.98391761079772,16.7188119544702,32.3860830764839,0.864388768761466,40.1951879715148,1.5441,1.6316,1.7664,2.0691,5.3987,6.568,2.3732,1.8953,1.7253,1.6207,0
ENCFF616SZN,ChIP-seq,mouse,y2016,single-ended,2,2,0.0,2,0,2,2,1,2,2,2,2,1.14,83.68,15.18,98.86,1.14,83.68,15.18,98.86,,,,,,,,,7.16743905380158,1.23258376255775,1.36988220554137,1.36748048350667,2.1602488984602,15.5111214740969,25.5976535175721,1.17484236197354,44.4187482424899,1.1122,1.2116,1.3151,1.6342,4.6569,9.2378,2.536,1.6108,1.4188,1.266,0
ENCFF458VHP,ChIP-seq,human,y2016,paired-ended,2,2,2.0,2,2,1,2,2,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ENCFF835QVS,ChIP-seq,human,y2016,paired-ended,2,2,1.0,2,1,0,2,2,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ENCFF000SWU,DNase-seq,human,y2011,single-ended,2,2,0.0,2,0,2,2,2,2,2,2,0,99.02,0.58,0.4,0.98,99.02,0.58,0.4,0.98,,,,,,,,,9.01140715046843,0.309501795775144,1.30558795269548,0.806739142258024,1.46210138928336,16.1942055784853,28.3464566929134,1.0293226009834,41.5346776971374,1.5325,1.7009,1.9804,2.1537,5.8883,5.2619,2.3776,1.9922,1.9082,1.6319,0
ENCFF603MTX,ChIP-seq,human,y2015,single-ended,2,2,0.0,2,2,0,1,2,2,2,2,0,8.36,68.3,23.34,91.64,8.36,68.3,23.34,91.64,,,,,,,,,5.13108403974625,0.339439093438981,1.59323848553625,0.830051888267798,1.77157934413871,17.234102701879,32.0837109334274,0.848196742347082,40.1685967712185,1.5085,1.5925,1.7433,2.004,3.0048,3.9016,2.3851,1.9057,1.7113,1.6002,1
ENCFF461ZFZ,ChIP-seq,human,y2014,single-ended,2,2,2.0,2,0,1,2,2,1,2,2,0,4.9,81.88,13.21,95.1,4.9,81.88,13.21,95.1,,,,,,,,,32.3322330134137,3.18004842478843,1.34579135162603,4.0107615104276,2.12558911637314,26.5145299471465,13.1419774225198,0.536368301547243,16.8127009121575,0.7736,0.8899,1.1775,2.9724,16.2928,34.3616,9.1384,2.6829,1.3888,1.0015,1
ENCFF000XXL,ChIP-seq,human,y2012,single-ended,2,2,2.0,2,2,1,2,2,2,2,2,0,11.38,66.72,21.9,88.62,11.38,66.72,21.9,88.62,,,,,,,,,4.73651299533035,0.247299573377979,1.73240814515234,0.747748383778278,1.7692206836038,15.5545581991104,30.8602031245272,0.965497070125364,43.3865518249942,1.5873,1.7103,1.8455,2.0872,3.1696,3.1186,2.1745,1.867,1.7688,1.6129,0
ENCFF482QJN,DNase-seq,human,y2015,paired-ended,2,2,2.0,2,0,0,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ENCFF091JQJ,RNA-seq,human,y2016,single-ended,2,0,2.0,2,1,1,2,2,0,1,2,0,8.32,27.64,64.04,91.68,8.32,27.64,64.04,91.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ENCFF310WZD,ChIP-seq,human,y2016,single-ended,2,2,2.0,2,1,1,2,2,2,1,2,0,2.45,76.95,20.6,97.55,2.45,76.95,20.6,97.55,,,,,,,,,3.78068668792038,0.259401540877427,1.6396154160359,0.72535609719691,1.55187072685885,16.2869271507282,31.4294416714657,0.831355715961364,43.4953449929552,1.4515,1.5590000000000002,1.6696,1.9552,2.6593,2.9576,2.2683,1.8449,1.6631,1.5367,1
ENCFF062TYF,RNA-seq,human,y2014,single-ended,2,0,0.0,2,0,0,2,2,0,0,0,0,23.58,4.91,71.51,76.42,23.58,4.91,71.51,76.42,,,,,,,,,95.9037669008029,0.00270272705159506,0.0298300985694566,2.82955502101621,0.240642808593871,0.0225227254299588,0.401204815659,0.0953962548211145,0.474378648055888,0.027000000000000003,0.0581,0.1676,0.0519,6.6301,99.8041,0.4349,0.0366,0.0124,0.0023,0
ENCFF001GCT,ChIP-seq,human,y2011,single-ended,2,2,2.0,2,1,2,2,2,2,1,2,0,5.96,69.16,24.88,94.04,5.96,69.16,24.88,94.04,,,,,,,,,3.43849189198968,0.211168088190065,1.38822162497914,0.787684106209206,1.83156405096981,16.2312979048025,29.0312400119806,0.930305485143858,46.1500268357351,1.6622,1.7659,1.9453,2.1553,2.5267,2.7575,2.3299,1.9936,1.8208,1.694,0
ENCFF942TPW,ChIP-seq,human,y2014,paired-ended,2,2,1.0,2,2,2,2,2,2,2,2,0,,,,,3.08,78.24,18.68,97.96,3.08,78.24,18.68,4.31,69.33,9.77,20.91,97.96,2.14909986244953,0.113211510611181,1.32036332714592,0.458804543003206,1.21300932555833,15.3182950205114,31.5510683894476,0.692397963202724,47.1837500580701,1.3563,1.4338,1.5073,1.6011,1.6171,1.5641,1.5816,1.5401,1.4649,1.4153,1
ENCFF001NPC,ChIP-seq,mouse,y2012,single-ended,2,0,1.0,0,2,1,1,2,2,0,2,2,70.23,20.48,9.29,29.77,70.23,20.48,9.29,29.77,,,,,,,,,3.84596683505358,0.394673000745896,1.44327209263591,0.601371993010719,1.45578989947477,13.0456237850744,24.1644363935061,1.35130242090246,53.6975635795962,1.1801682559326,1.33711424274586,1.47305897153254,1.8819176095036299,3.83103924469232,7.81840980523126,3.0928194137678098,2.27377035073125,1.87812713854274,1.51086123598038,1
ENCFF968FSR,DNase-seq,mouse,y2017,paired-ended,2,2,2.0,2,1,2,2,2,1,2,2,0,,,,,4.35,79.01,16.64,97.61,4.35,79.01,16.64,18.21,67.15,18.35,14.5,97.61,10.7656161825539,1.043033396915,1.46952840978002,1.22495782660948,2.34136239847564,13.4328388129506,23.0878639866809,1.40898716706075,45.2258118189737,1.1617,1.3136,1.4323,1.8587,7.9417,11.1299,2.7268,1.8423,1.5879,1.3654,0
ENCFF454APQ,DNase-seq,human,y2017,paired-ended,2,2,0.0,2,1,2,2,2,2,2,2,0,,,,,7.89,75.81,16.3,97.72,7.89,75.81,16.3,30.41,41.49,28.53,29.98,97.72,17.2671270291474,0.650861942751209,1.75973036584984,1.3909826440181,2.11939065751596,16.454811743787,26.5764924337047,1.37916898480279,32.401434198423,1.4799,1.6409,1.8786,2.4543,10.2502,10.1347,3.2075,2.1028,1.7762,1.6332,0
ENCFF000CUU,ChIP-seq,human,y2010,single-ended,2,2,1.0,2,2,0,2,2,1,2,2,0,12.59,65.55,21.86,87.41,12.59,65.55,21.86,87.41,,,,,,,,,6.64554477766662,0.464674848379324,1.63919412076111,1.27617004059992,1.89613908240556,16.9435727527632,27.8264449002514,1.00110910046115,42.3071503767117,1.5749,1.7146,1.9707,2.4707,4.2358,5.4459,3.2536,2.2119,1.8543,1.6501,1
ENCFF000YOF,ChIP-seq,human,y2012,single-ended,2,0,2.0,0,2,1,1,2,2,0,2,0,54.05,32.78,13.17,45.95,54.05,32.78,13.17,45.95,,,,,,,,,10.5853040992807,0.333111393783739,1.60018752039638,0.853238010465174,1.66484972604442,15.7528246775225,28.9988775045238,0.96346686415582,39.2481402038274,1.5421,1.6542,1.8267,2.1276,6.5599,6.3598,2.3522,1.919,1.7499,1.7039,1
ENCFF001NMB,ChIP-seq,mouse,y2012,single-ended,2,2,0.0,2,2,2,2,2,2,2,2,0,6.38,67.39,26.23,93.62,6.38,67.39,26.23,93.62,,,,,,,,,2.46835704518637,0.227629758535108,1.24455739161891,0.388048782699735,1.32587532660689,11.4632089246182,24.9737757217093,1.2920180451249,56.6165290039006,1.1506,1.3359999999999999,1.4001,1.6185,2.7829,5.4977,2.0325,1.7119,1.4961,1.2714,0
ENCFF002EHJ,ChIP-seq,human,y2014,paired-ended,2,2,2.0,2,2,1,2,2,0,1,2,0,,,,,8.49,75.88,15.63,92.38,8.49,75.88,15.63,1.5,91.16,5.88,2.96,92.38,4.38393891164475,0.252418555062492,1.62178374319422,0.640022242606413,1.71668699004556,16.4530705086245,31.5291135139159,0.790313082199128,42.6126524527071,1.4280000000000002,1.5090000000000001,1.6594,1.8665,6.5495,8.0229,2.2329,1.7467,1.6363,1.5390000000000001,1
ENCFF855YTN,RNA-seq,human,y2016,single-ended,2,2,2.0,2,0,2,2,2,0,2,2,0,12.44,51.56,36.0,87.56,12.44,51.56,36.0,87.56,,,,,,,,,14.2183004067972,1.72850128807082,32.9342738262152,3.37683989852251,15.4448822268924,4.57690716501647,11.6495869610298,4.53656790253374,11.5341403249219,1.9672,2.2119,3.0301,4.1704,7.9833,23.4948,7.6278,3.2721,2.5302,2.27,1
ENCFF000WTG,ChIP-seq,human,y2012,single-ended,2,0,1.0,0,2,1,1,2,2,0,2,2,59.36,28.72,11.92,40.64,59.36,28.72,11.92,40.64,,,,,,,,,5.36717585844686,0.277972298447182,1.46742095449031,0.765823351708751,1.5844726363703,16.2395467758878,30.5892687018052,0.927151104560741,42.7811683182829,1.4953,1.5946,1.7307,1.9939,3.903,4.2736,2.1922,1.8077,1.6568,1.5308,1
ENCFF554ZQU,ChIP-seq,human,y2017,paired-ended,2,2,2.0,2,0,1,2,1,2,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ENCFF281WBK,DNase-seq,human,y2015,paired-ended,2,2,1.0,2,0,2,2,2,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ENCFF850QKH,ChIP-seq,human,y2016,paired-ended,2,2,2.0,2,0,1,2,1,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ENCFF000XPD,ChIP-seq,human,y2012,single-ended,2,0,2.0,0,2,0,0,2,2,0,2,0,68.13,22.41,9.46,31.87,68.13,22.41,9.46,31.87,,,,,,,,,6.30647052747346,0.260566988906915,1.52694483433287,0.762966068567702,1.64077199932757,15.678274201944,30.1646038024754,0.927630632874987,42.7317709440971,1.5313,1.6669999999999998,1.7915,2.049,4.0992,4.2859,2.1723,1.8401,1.7074,1.5959,1
ENCFF001NHJ,ChIP-seq,mouse,y2012,single-ended,2,0,2.0,0,2,1,1,2,2,0,2,1,56.11,33.96,9.93,43.89,56.11,33.96,9.93,43.89,,,,,,,,,19.159350430927,0.844854225176434,1.16955828981145,0.761968181415822,1.32859085678418,11.5316214280541,20.4887460065826,1.14591967296225,43.5693909082862,1.0647,1.1449,1.3167,1.6495,13.7301,13.0699,2.2134,1.6326,1.4132,1.2008,1
ENCFF000WDZ,ChIP-seq,human,y2012,single-ended,2,0,2.0,0,2,1,1,2,2,0,2,1,54.9,32.6,12.49,45.1,54.9,32.6,12.49,45.1,,,,,,,,,3.62147931475264,0.187830797955995,1.42467121995596,0.569787263853537,1.35948885655717,15.9324174635938,31.4409465047734,0.777010322571475,44.686368255986,1.4135,1.5088,1.6006,1.7924,2.7799,2.7143,1.8454,1.6726,1.5895,1.4898,1
ENCFF002BHL,RNA-seq,human,y2014,single-ended,2,0,0.0,2,0,1,1,2,0,1,2,0,13.9,59.21,26.9,86.1,13.9,59.21,26.9,86.1,,,,,,,,,6.3911692455199,0.816411587234292,41.7302012747641,2.22390803795344,6.80702280265383,11.3183820412035,22.4275541220419,0.785923187711019,7.49942770091804,2.5043,2.5581,3.1647,3.5558,5.0197,14.3666,4.2388,2.9423,2.4066,2.151,1
ENCFF000BKI,ChIP-seq,human,y2010,single-ended,2,2,,2,2,1,1,2,2,1,2,0,13.03,59.7,27.27,86.97,13.03,59.7,27.27,86.97,,,,,,,,,3.18058906246678,0.190428367651272,1.49194197452249,0.649744425085521,1.67123418032281,16.0579404377322,31.2901850931338,0.820735128415132,44.6472013306701,1.4724,1.571,1.6754,1.8649,2.3137,2.4688,1.9304,1.7332,1.6158,1.5390000000000001,0
ENCFF001MZF,ChIP-seq,mouse,y2010,single-ended,2,2,2.0,2,2,2,2,2,2,2,2,2,2.8,68.52,28.68,97.2,2.8,68.52,28.68,97.2,,,,,,,,,3.35579996476481,0.494903480733899,1.2046409785317,0.673495583016636,1.56172451111167,12.0181209573906,24.092416882692,1.15088213827297,55.4480155034858,1.1,1.2415,1.314,1.4794,3.0415,7.249,2.0525,1.6377,1.3911,1.2127,1
ENCFF673IWB,ChIP-seq,human,y2016,paired-ended,2,2,2.0,2,1,1,2,2,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ENCFF539ZIX,DNase-seq,mouse,y2015,paired-ended,2,2,2.0,2,0,0,2,2,1,0,1,0,,,,,35.57,51.45,12.98,70.37,35.57,51.45,12.98,6.21,88.81,8.02,3.17,70.37,13.0358997068937,0.804298218208988,1.30659281884535,0.938566984240608,1.82465995525048,12.4677851012223,22.0357490589559,1.26847585740414,46.3179722989785,1.1079999999999999,1.2525,1.3737,1.7923,10.2057,11.7198,2.4755,1.7704,1.5042,1.3016,0
