human_ChIP-seq_single-end_MAP-LOC-TSS	RFC	No-100	all	{"criterion": "entropy", "max_depth": 20, "max_features": null, "n_estimators": 1000}	0.895	0.129
human_ChIP-seq_single-end_RAW-MAP-LOC-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": "log2", "n_estimators": 1000}	0.901	0.125
human_ChIP-seq_paired-end_RAW	KNN	No-100	all	{"metric": "manhattan", "n_neighbors": 5, "weights": "uniform"}	0.657	0.311
human_ChIP-seq_paired-end_MAP	MLP	No-100	all	{"alpha": 0.0001, "hidden_layer_sizes": [500, 400], "max_iter": 1000, "solver": "lbfgs"}	0.822	0.209
human_ChIP-seq_paired-end_LOC	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 8, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 100, "subsample": 0.9}	0.817	0.184
human_ChIP-seq_paired-end_TSS	MLP	No-100	all	{"alpha": 0.001, "hidden_layer_sizes": [50, 10], "max_iter": 3000, "solver": "lbfgs"}	0.768	0.210
human_ChIP-seq_paired-end_RAW-MAP	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 3, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.30000000000000004, "n_estimators": 50, "subsample": 1.0}	0.822	0.180
human_ChIP-seq_paired-end_RAW-LOC	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 100, "subsample": 0.9}	0.841	0.175
human_ChIP-seq_paired-end_RAW-TSS	MLP	No-100	all	{"alpha": 1e-05, "hidden_layer_sizes": [50, 10], "max_iter": 1000, "solver": "lbfgs"}	0.802	0.196
human_ChIP-seq_paired-end_MAP-LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": 20, "max_features": null, "n_estimators": 100}	0.846	0.167
human_ChIP-seq_paired-end_MAP-TSS	MLP	No-100	all	{"alpha": 1e-06, "hidden_layer_sizes": [50], "max_iter": 3000, "solver": "lbfgs"}	0.839	0.177
human_ChIP-seq_paired-end_LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 100, "subsample": 0.85}	0.853	0.162
human_ChIP-seq_paired-end_RAW-MAP-LOC	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 3, "max_features": "log2", "min_samples_leaf": 0.1, "min_samples_split": 0.30000000000000004, "n_estimators": 100, "subsample": 0.85}	0.856	0.165
human_ChIP-seq_paired-end_RAW-MAP-TSS	MLP	No-100	all	{"alpha": 1e-05, "hidden_layer_sizes": [100, 50], "max_iter": 1500, "solver": "lbfgs"}	0.845	0.199
human_ChIP-seq_paired-end_RAW-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 3, "max_features": "log2", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 200, "subsample": 1.0}	0.857	0.168
human_ChIP-seq_paired-end_MAP-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 3, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 50, "subsample": 1.0}	0.864	0.155
human_ChIP-seq_paired-end_RAW-MAP-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 8, "max_features": "log2", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 100, "subsample": 1.0}	0.860	0.162
mouse_ChIP-seq_single-end_RAW	RFC	No-100	all	{"criterion": "entropy", "max_depth": 5, "max_features": null, "n_estimators": 1000}	0.960	0.072
mouse_ChIP-seq_single-end_MAP	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.2, "min_samples_split": 0.1, "n_estimators": 50, "subsample": 1.0}	0.969	0.064
mouse_ChIP-seq_single-end_LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": 10, "max_features": "sqrt", "n_estimators": 1000}	0.840	0.163
mouse_ChIP-seq_single-end_TSS	MLP	No-100	all	{"alpha": 0.1, "hidden_layer_sizes": [200, 100], "max_iter": 1500, "solver": "lbfgs"}	0.867	0.163
mouse_ChIP-seq_single-end_RAW-MAP	RFC	No-100	all	{"criterion": "entropy", "max_depth": 20, "max_features": "auto", "n_estimators": 100}	0.976	0.056
mouse_ChIP-seq_single-end_RAW-LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": 20, "max_features": "log2", "n_estimators": 1000}	0.970	0.066
mouse_ChIP-seq_single-end_RAW-TSS	KNN	No-100	all	{"metric": "manhattan", "n_neighbors": 9, "weights": "distance"}	0.958	0.082
mouse_ChIP-seq_single-end_MAP-LOC	RFC	No-100	all	{"criterion": "entropy", "max_depth": 10, "max_features": "log2", "n_estimators": 100}	0.980	0.055
mouse_ChIP-seq_single-end_MAP-TSS	MLP	No-100	all	{"alpha": 1e-05, "hidden_layer_sizes": [10, 10], "max_iter": 100, "solver": "lbfgs"}	0.970	0.068
mouse_ChIP-seq_single-end_LOC-TSS	MLP	No-100	all	{"alpha": 1e-05, "hidden_layer_sizes": [50, 10], "max_iter": 3000, "solver": "lbfgs"}	0.903	0.132
mouse_ChIP-seq_single-end_RAW-MAP-LOC	RFC	No-100	all	{"criterion": "entropy", "max_depth": null, "max_features": "auto", "n_estimators": 200}	0.982	0.052
mouse_ChIP-seq_single-end_RAW-MAP-TSS	RFC	No-100	all	{"criterion": "entropy", "max_depth": 10, "max_features": "log2", "n_estimators": 100}	0.974	0.058
mouse_ChIP-seq_single-end_RAW-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 8, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 100, "subsample": 1.0}	0.966	0.071
mouse_ChIP-seq_single-end_MAP-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 8, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 200, "subsample": 0.9}	0.977	0.063
mouse_ChIP-seq_single-end_RAW-MAP-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 8, "max_features": "log2", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 200, "subsample": 1.0}	0.979	0.056
human_DNase-seq_paired-end_RAW	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.05, "loss": "deviance", "max_depth": 3, "max_features": "log2", "min_samples_leaf": 0.1, "min_samples_split": 0.4, "n_estimators": 100, "subsample": 0.9}	0.880	0.149
human_DNase-seq_paired-end_MAP	RFC	No-100	all	{"criterion": "gini", "max_depth": 10, "max_features": null, "n_estimators": 1000}	0.949	0.086
human_DNase-seq_paired-end_LOC	SVC	No-100	all	{"C": 10, "gamma": 1}	0.980	0.059
human_DNase-seq_paired-end_TSS	KNN	No-100	all	{"metric": "minkowski", "n_neighbors": 5, "weights": "distance"}	0.950	0.093
human_DNase-seq_paired-end_RAW-MAP	RFC	No-100	all	{"criterion": "entropy", "max_depth": 10, "max_features": null, "n_estimators": 500}	0.958	0.085
human_DNase-seq_paired-end_RAW-LOC	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 200, "subsample": 0.9}	0.995	0.038
human_DNase-seq_paired-end_RAW-TSS	RFC	No-100	all	{"criterion": "entropy", "max_depth": 10, "max_features": "sqrt", "n_estimators": 500}	0.973	0.073
human_DNase-seq_paired-end_MAP-LOC	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 200, "subsample": 0.85}	0.991	0.051
human_DNase-seq_paired-end_MAP-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": "sqrt", "n_estimators": 500}	0.976	0.068
human_DNase-seq_paired-end_LOC-TSS	SVC	No-100	all	{"C": 10, "gamma": 1}	0.990	0.046
human_DNase-seq_paired-end_RAW-MAP-LOC	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 200, "subsample": 0.9}	0.996	0.039
human_DNase-seq_paired-end_RAW-MAP-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": 10, "max_features": "sqrt", "n_estimators": 1000}	0.979	0.067
human_DNase-seq_paired-end_RAW-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 3, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 200, "subsample": 0.85}	0.989	0.044
human_DNase-seq_paired-end_MAP-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 8, "max_features": "sqrt", "min_samples_leaf": 0.2, "min_samples_split": 0.2, "n_estimators": 200, "subsample": 0.9}	0.988	0.052
human_DNase-seq_paired-end_RAW-MAP-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 8, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 200, "subsample": 0.9}	0.989	0.039
mouse_DNase-seq_paired-end_RAW	MLP	No-100	all	{"alpha": 1e-05, "hidden_layer_sizes": [10], "max_iter": 100, "solver": "lbfgs"}	0.929	0.128
mouse_DNase-seq_paired-end_MAP	MLP	No-100	all	{"alpha": 0.01, "hidden_layer_sizes": [500, 400], "max_iter": 3000, "solver": "lbfgs"}	0.986	0.084
mouse_DNase-seq_paired-end_LOC	SVC	No-100	all	{"C": 10, "gamma": 1}	0.996	0.024
mouse_DNase-seq_paired-end_TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.2, "min_samples_split": 0.30000000000000004, "n_estimators": 100, "subsample": 1.0}	1.000	0.052
mouse_DNase-seq_paired-end_RAW-MAP	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 3, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 100, "subsample": 0.9}	0.972	0.086
mouse_DNase-seq_paired-end_RAW-LOC	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 5, "max_features": "log2", "min_samples_leaf": 0.1, "min_samples_split": 0.30000000000000004, "n_estimators": 200, "subsample": 0.9}	0.996	0.051
mouse_DNase-seq_paired-end_RAW-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 8, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 50, "subsample": 0.85}	0.992	0.060
mouse_DNase-seq_paired-end_MAP-LOC	MLP	No-100	all	{"alpha": 0.001, "hidden_layer_sizes": [100], "max_iter": 1000, "solver": "lbfgs"}	1.000	0.032
mouse_DNase-seq_paired-end_MAP-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": "auto", "n_estimators": 200}	1.000	0.060
mouse_DNase-seq_paired-end_LOC-TSS	SVC	No-100	all	{"C": 10, "gamma": 1}	1.000	0.024
mouse_DNase-seq_paired-end_RAW-MAP-LOC	MLP	No-100	all	{"alpha": 0.0001, "hidden_layer_sizes": [500, 400], "max_iter": 500, "solver": "lbfgs"}	1.000	0.051
mouse_DNase-seq_paired-end_RAW-MAP-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 200, "subsample": 1.0}	1.000	0.059
mouse_DNase-seq_paired-end_RAW-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 8, "max_features": "log2", "min_samples_leaf": 0.2, "min_samples_split": 0.30000000000000004, "n_estimators": 200, "subsample": 0.9}	0.994	0.049
mouse_DNase-seq_paired-end_MAP-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 3, "max_features": "log2", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 200, "subsample": 0.9}	1.000	0.044
mouse_DNase-seq_paired-end_RAW-MAP-LOC-TSS	MLP	No-100	all	{"alpha": 0.1, "hidden_layer_sizes": [100], "max_iter": 500, "solver": "lbfgs"}	1.000	0.037
human_RNA-seq_single-end_RAW	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": "auto", "n_estimators": 200}	0.994	0.036
human_RNA-seq_single-end_MAP	MLP	No-100	all	{"alpha": 0.0001, "hidden_layer_sizes": [5, 5], "max_iter": 3000, "solver": "sgd"}	0.994	0.059
human_RNA-seq_single-end_LOC	MLP	No-100	all	{"alpha": 1e-05, "hidden_layer_sizes": [50, 10], "max_iter": 1500, "solver": "sgd"}	1.000	0.026
human_RNA-seq_single-end_TSS	SVC	No-100	all	{"C": 10, "gamma": 0.01}	0.984	0.072
human_RNA-seq_single-end_RAW-MAP	RFC	No-100	all	{"criterion": "entropy", "max_depth": 5, "max_features": null, "n_estimators": 500}	1.000	0.038
human_RNA-seq_single-end_RAW-LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": 10, "max_features": null, "n_estimators": 100}	1.000	0.029
human_RNA-seq_single-end_RAW-TSS	KNN	No-100	all	{"metric": "manhattan", "n_neighbors": 6, "weights": "distance"}	1.000	0.056
human_RNA-seq_single-end_MAP-LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": "auto", "n_estimators": 200}	1.000	0.029
human_RNA-seq_single-end_MAP-TSS	MLP	No-100	all	{"alpha": 0.01, "hidden_layer_sizes": [200, 100], "max_iter": 500, "solver": "lbfgs"}	1.000	0.038
human_RNA-seq_single-end_LOC-TSS	MLP	No-100	all	{"alpha": 0.1, "hidden_layer_sizes": [5, 5], "max_iter": 500, "solver": "lbfgs"}	1.000	0.030
human_RNA-seq_single-end_RAW-MAP-LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": 10, "max_features": null, "n_estimators": 100}	1.000	0.028
human_RNA-seq_single-end_RAW-MAP-TSS	MLP	No-100	all	{"alpha": 1e-05, "hidden_layer_sizes": [50, 10], "max_iter": 500, "solver": "lbfgs"}	1.000	0.051
human_RNA-seq_single-end_RAW-LOC-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": 10, "max_features": "auto", "n_estimators": 500}	1.000	0.037
human_RNA-seq_single-end_MAP-LOC-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": "auto", "n_estimators": 200}	1.000	0.037
human_RNA-seq_single-end_RAW-MAP-LOC-TSS	RFC	No-100	all	{"criterion": "entropy", "max_depth": 5, "max_features": null, "n_estimators": 500}	1.000	0.033
human_mixedChIP-seq_single-end_RAW	MLP	No-100	all	{"alpha": 0.01, "hidden_layer_sizes": [100, 50], "max_iter": 100, "solver": "lbfgs"}	0.793	0.186
human_mixedChIP-seq_single-end_MAP	MLP	No-100	all	{"alpha": 0.001, "hidden_layer_sizes": [200, 100], "max_iter": 500, "solver": "lbfgs"}	0.835	0.161
human_mixedChIP-seq_single-end_LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": null, "n_estimators": 500}	0.756	0.199
human_mixedChIP-seq_single-end_TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": 10, "max_features": "auto", "n_estimators": 100}	0.720	0.211
human_mixedChIP-seq_single-end_RAW-MAP	RFC	No-100	all	{"criterion": "gini", "max_depth": 5, "max_features": null, "n_estimators": 1000}	0.829	0.160
human_mixedChIP-seq_single-end_RAW-LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": "auto", "n_estimators": 100}	0.890	0.133
human_mixedChIP-seq_single-end_RAW-TSS	MLP	No-100	all	{"alpha": 0.0001, "hidden_layer_sizes": [50], "max_iter": 500, "solver": "lbfgs"}	0.872	0.169
human_mixedChIP-seq_single-end_MAP-LOC	RFC	No-100	all	{"criterion": "entropy", "max_depth": null, "max_features": "sqrt", "n_estimators": 500}	0.889	0.132
human_mixedChIP-seq_single-end_MAP-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": 10, "max_features": null, "n_estimators": 200}	0.870	0.144
human_mixedChIP-seq_single-end_LOC-TSS	RFC	No-100	all	{"criterion": "entropy", "max_depth": 20, "max_features": null, "n_estimators": 200}	0.782	0.190
human_mixedChIP-seq_single-end_RAW-MAP-LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": 20, "max_features": "log2", "n_estimators": 200}	0.892	0.129
human_mixedChIP-seq_single-end_RAW-MAP-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": null, "n_estimators": 200}	0.876	0.139
human_mixedChIP-seq_single-end_RAW-LOC-TSS	RFC	No-100	all	{"criterion": "entropy", "max_depth": 20, "max_features": "log2", "n_estimators": 500}	0.890	0.136
human_mixedChIP-seq_single-end_MAP-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 8, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.30000000000000004, "n_estimators": 200, "subsample": 0.9}	0.889	0.133
human_mixedChIP-seq_single-end_RAW-MAP-LOC-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": 20, "max_features": "log2", "n_estimators": 1000}	0.891	0.131
human_narrowChIP-seq_single-end_RAW	MLP	No-100	all	{"alpha": 1e-05, "hidden_layer_sizes": [50, 10], "max_iter": 3000, "solver": "lbfgs"}	0.819	0.203
human_narrowChIP-seq_single-end_MAP	MLP	No-100	all	{"alpha": 1e-05, "hidden_layer_sizes": [500, 400], "max_iter": 500, "solver": "lbfgs"}	0.863	0.151
human_narrowChIP-seq_single-end_LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": null, "n_estimators": 100}	0.761	0.199
human_narrowChIP-seq_single-end_TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 3, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.30000000000000004, "n_estimators": 50, "subsample": 1.0}	0.715	0.216
human_narrowChIP-seq_single-end_RAW-MAP	RFC	No-100	all	{"criterion": "entropy", "max_depth": 5, "max_features": null, "n_estimators": 500}	0.863	0.145
human_narrowChIP-seq_single-end_RAW-LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": 20, "max_features": "log2", "n_estimators": 500}	0.903	0.127
human_narrowChIP-seq_single-end_RAW-TSS	MLP	No-100	all	{"alpha": 0.1, "hidden_layer_sizes": [500, 400], "max_iter": 500, "solver": "lbfgs"}	0.886	0.167
human_narrowChIP-seq_single-end_MAP-LOC	RFC	No-100	all	{"criterion": "entropy", "max_depth": null, "max_features": "auto", "n_estimators": 1000}	0.903	0.124
human_narrowChIP-seq_single-end_MAP-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 5, "max_features": "log2", "min_samples_leaf": 0.1, "min_samples_split": 0.4, "n_estimators": 100, "subsample": 1.0}	0.883	0.141
human_narrowChIP-seq_single-end_LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 8, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 200, "subsample": 1.0}	0.777	0.204
human_narrowChIP-seq_single-end_RAW-MAP-LOC	RFC	No-100	all	{"criterion": "gini", "max_depth": null, "max_features": "log2", "n_estimators": 500}	0.909	0.120
human_narrowChIP-seq_single-end_RAW-MAP-TSS	RFC	No-100	all	{"criterion": "entropy", "max_depth": null, "max_features": "log2", "n_estimators": 1000}	0.886	0.132
human_narrowChIP-seq_single-end_RAW-LOC-TSS	RFC	No-100	all	{"criterion": "entropy", "max_depth": 20, "max_features": null, "n_estimators": 200}	0.901	0.126
human_narrowChIP-seq_single-end_MAP-LOC-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.2, "n_estimators": 200, "subsample": 1.0}	0.908	0.124
human_narrowChIP-seq_single-end_RAW-MAP-LOC-TSS	RFC	No-100	all	{"criterion": "gini", "max_depth": 20, "max_features": "auto", "n_estimators": 100}	0.907	0.121
human_broadChIP-seq_single-end_RAW	ETC	No-100	all	{"criterion": "entropy", "max_depth": 5, "max_features": null, "splitter": "best"}	0.679	0.238
human_broadChIP-seq_single-end_MAP	MLP	No-100	all	{"alpha": 0.1, "hidden_layer_sizes": [200, 100], "max_iter": 100, "solver": "lbfgs"}	0.821	0.193
human_broadChIP-seq_single-end_LOC	MLP	No-100	all	{"alpha": 0.0001, "hidden_layer_sizes": [10], "max_iter": 500, "solver": "lbfgs"}	0.775	0.201
human_broadChIP-seq_single-end_TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.2, "loss": "deviance", "max_depth": 8, "max_features": "sqrt", "min_samples_leaf": 0.2, "min_samples_split": 0.30000000000000004, "n_estimators": 200, "subsample": 1.0}	0.811	0.200
human_broadChIP-seq_single-end_RAW-MAP	MLP	No-100	all	{"alpha": 0.01, "hidden_layer_sizes": [50, 10], "max_iter": 1000, "solver": "lbfgs"}	0.809	0.199
human_broadChIP-seq_single-end_RAW-LOC	MLP	No-100	all	{"alpha": 1e-06, "hidden_layer_sizes": [500, 400], "max_iter": 100, "solver": "lbfgs"}	0.838	0.172
human_broadChIP-seq_single-end_RAW-TSS	RFC	No-100	all	{"criterion": "entropy", "max_depth": 5, "max_features": "auto", "n_estimators": 200}	0.834	0.179
human_broadChIP-seq_single-end_MAP-LOC	MLP	No-100	all	{"alpha": 0.1, "hidden_layer_sizes": [200, 100], "max_iter": 1000, "solver": "lbfgs"}	0.850	0.249
human_broadChIP-seq_single-end_MAP-TSS	GBC	No-100	all	{"criterion": "friedman_mse", "learning_rate": 0.1, "loss": "deviance", "max_depth": 5, "max_features": "sqrt", "min_samples_leaf": 0.1, "min_samples_split": 0.1, "n_estimators": 50, "subsample": 0.85}	0.845	0.176
